date,instance_type,stack_type,env,cost,hours,DefaultVCpus,core_seconds_used,cost_per_core_hour
2023-05-05T00:00:00.000+0000,m6in.4xlarge,cmp,prod,10.5545849293,18.306937,16,1054479.5712,0.03603342045046910
2023-05-05T00:00:00.000+0000,m6in.4xlarge,cmp,prod,13.3222449417,22.72389,16,1308896.064,0.03664162732948670
2023-05-05T00:00:00.000+0000,r5.2xlarge,cmp,prod,402.9243459772,1581.018664,8,45533337.5232,0.03185638752658650
2023-05-05T00:00:00.000+0000,r5.2xlarge,cmp,prod,661.9732601571,2611.363046,8,75207255.7248,0.031687151905739800
2023-05-05T00:00:00.000+0000,r5.2xlarge,cmp,prod,452.8595722777,1785.351101,8,51418111.7088,0.03170661866061300
2023-05-05T00:00:00.000+0000,r5.2xlarge,cmp,prod,466.6237077973,1977.084733,8,56940040.3104,0.029502004896955800
2023-05-05T00:00:00.000+0000,r5.2xlarge,cmp,prod,414.200914755,2906.673086,8,83712184.8768,0.0178125
2023-05-05T00:00:00.000+0000,r5a.2xlarge,cmp,prod,9.6044242542,33.203888,8,956271.9744,0.0361570016070106
2023-05-05T00:00:00.000+0000,r5a.2xlarge,cmp,prod,20.7587346956,70.851949,8,2040536.1312,0.03662343624379340
2023-05-05T00:00:00.000+0000,r5ad.4xlarge,io,prod,5.7099807026,9.720834,16,559920.0384,0.0367122608937155
2023-05-05T00:00:00.000+0000,r5ad.4xlarge,io,prod,748.8949210478,1324.009722,16,76262959.9872,0.03535165323014710
2023-05-05T00:00:00.000+0000,r5ad.4xlarge,io,prod,12.0074571775,20.438889,16,1177280.0064,0.0367175570841326
2023-05-05T00:00:00.000+0000,r5ad.4xlarge,io,prod,0.4328651418,0.753333,16,43391.980800000000,0.0359125
2023-05-05T00:00:00.000+0000,r5b.2xlarge,cmp,prod,87.8624471742,298.211399,8,8588488.291200000,0.03682892717583540
2023-05-05T00:00:00.000+0000,r5b.2xlarge,cmp,prod,1.6959663495,5.764441,8,166015.9008,0.036776470378914500
2023-05-05T00:00:00.000+0000,r5b.2xlarge,cmp,prod,8.4933724431,28.892226,8,832096.1088,0.036745924505349600
2023-05-05T00:00:00.000+0000,r5b.2xlarge,cmp,prod,0.4591840592,1.560555,8,44943.984,0.036780509113744800
2023-05-05T00:00:00.000+0000,r5d.4xlarge,io,prod,1817.7532106194,3199.098415,16,184268068.704,0.03551299801563390
2023-05-05T00:00:00.000+0000,r5d.4xlarge,io,prod,60.7023674763,107.648045,16,6200527.392,0.03524353802494740
2023-05-05T00:00:00.000+0000,r5d.4xlarge,io,prod,65.8300599661,118.018882,16,6797887.603200000,0.03486203799050770
2023-05-05T00:00:00.000+0000,r5d.4xlarge,io,prod,5.8141399242,10.097499,16,581615.9424000000,0.035987500000000000
2023-05-05T00:00:00.000+0000,r5dn.4xlarge,io,prod,285.5737177475,496.205269,16,28581423.4944,0.03596970543095690
2023-05-05T00:00:00.000+0000,r5dn.4xlarge,io,prod,89.3713119715,157.425295,16,9067696.992,0.03548163589732360
2023-05-05T00:00:00.000+0000,r5dn.4xlarge,io,prod,394.4559606993,711.886362,16,41004654.4512,0.03463122607721240
2023-05-05T00:00:00.000+0000,r5dn.4xlarge,io,prod,1827.7755991099,3353.153762,16,193141656.6912,0.03406821847508490
2023-05-05T00:00:00.000+0000,r5n.2xlarge,cmp,prod,13.0697618728,45.499721,8,1310391.9648,0.03590615938282350
2023-05-05T00:00:00.000+0000,r5n.2xlarge,cmp,prod,45.7136459135,160.463603,8,4621351.7664,0.03561060347864370
2023-05-05T00:00:00.000+0000,r5n.2xlarge,cmp,prod,2.9372271204,10.156387,8,292503.94560000000,0.036150000000000000
2023-05-05T00:00:00.000+0000,r6a.2xlarge,cmp,prod,42.2681080222,144.273607,8,4155079.8816,0.03662148339283570
2023-05-05T00:00:00.000+0000,r6a.2xlarge,cmp,prod,23.6199954164,80.936662,8,2330975.8656,0.03647913509269760
2023-05-05T00:00:00.000+0000,r6i.2xlarge,cmp,prod,91.9614422837,320.322777,8,9225295.9776,0.03588624072606150
2023-05-05T00:00:00.000+0000,r6i.2xlarge,cmp,prod,5.4679327595,18.945545,8,545631.696,0.036076639386066800
2023-05-05T00:00:00.000+0000,r6i.2xlarge,cmp,prod,1.6851745707,5.853333,8,168575.9904,0.0359875
2023-05-05T00:00:00.000+0000,r6id.4xlarge,io,prod,0.0847723164,0.147222,16,8479.9872,0.03598830185026700
2023-05-05T00:00:00.000+0000,r6id.4xlarge,io,prod,2.9706463854,5.138334,16,295968.0384,0.036133384689959800
2023-05-05T00:00:00.000+0000,r6id.4xlarge,io,prod,0.4065704712,0.693333,16,39935.9808,0.03665
2023-05-05T00:00:00.000+0000,r6idn.4xlarge,io,prod,51.5108256547,88.613049,16,5104111.6224,0.036331292509963700
2023-05-05T00:00:00.000+0000,r6idn.4xlarge,io,prod,52.2080427689,91.328054,16,5260495.9104,0.03572837184351100
2023-05-05T00:00:00.000+0000,r6in.2xlarge,cmp,prod,21.7646752365,75.900562,8,2185936.1856,0.035844061399209400
2023-05-05T00:00:00.000+0000,r6in.2xlarge,cmp,prod,10.3043082943,35.238337,8,1014864.1056,0.03655219418519950
2023-05-05T00:00:00.000+0000,r6in.2xlarge,cmp,prod,29.8169593431,101.408878,8,2920575.6864,0.036753388770236700
2023-05-06T00:00:00.000+0000,c5.2xlarge,cmp,prod,10.332,42,8,1209600,0.030750000000000000
2023-05-06T00:00:00.000+0000,c5.2xlarge,cmp,prod,10.332,42,8,1209600,0.030750000000000000
2023-05-06T00:00:00.000+0000,c5.2xlarge,cmp,prod,10.332,42,8,1209600,0.030750000000000000
2023-05-06T00:00:00.000+0000,c5.2xlarge,cmp,prod,10.332,42,8,1209600,0.030750000000000000
2023-05-06T00:00:00.000+0000,c5.2xlarge,cmp,prod,10.332,42,8,1209600,0.030750000000000000
2023-05-06T00:00:00.000+0000,c5.2xlarge,io,prod,16.236,66,8,1900800,0.03075
2023-05-06T00:00:00.000+0000,c5.2xlarge,io,prod,10.332,42,8,1209600,0.030750000000000000
2023-05-06T00:00:00.000+0000,c5.2xlarge,io,prod,10.332,42,8,1209600,0.030750000000000000
2023-05-06T00:00:00.000+0000,c5.2xlarge,io,prod,10.332,42,8,1209600,0.030750000000000000
2023-05-06T00:00:00.000+0000,c5.2xlarge,io,prod,10.578,43,8,1238400,0.03075
2023-05-06T00:00:00.000+0000,c5.2xlarge,io,prod,10.578,43,8,1238400,0.03075
2023-05-06T00:00:00.000+0000,c5ad.16xlarge,io,prod,460.5001748579,198.782513,64,45799490.9952,0.03619692257414360
2023-05-06T00:00:00.000+0000,c5ad.16xlarge,io,prod,319.4084403082,143.095563,64,32969217.7152,0.03487709035265910
2023-05-06T00:00:00.000+0000,c5ad.16xlarge,io,prod,234.8057913557,107.666366,64,24806330.7264,0.03407601302279310
2023-05-06T00:00:00.000+0000,c5ad.16xlarge,io,prod,147.1644437878,62.972505,64,14508865.152,0.03651505421587370
2023-05-06T00:00:00.000+0000,c5d.18xlarge,io,prod,642.0792473145,248.254712,72,64347621.3504,0.03592184515640730
2023-05-06T00:00:00.000+0000,c5d.18xlarge,io,prod,1555.1816736121,1333.889419,72,345744137.4048,0.016193055555555600
2023-05-06T00:00:00.000+0000,c5d.18xlarge,io,prod,945.4261282667,650.662765,72,168651788.688,0.020180835840742500
2023-05-06T00:00:00.000+0000,c5d.18xlarge,io,prod,534.1140048547,249.971401,72,64792587.1392,0.029676395130602900
2023-05-06T00:00:00.000+0000,c6id.16xlarge,io,prod,2.4769144062,1.051947,64,242368.5888,0.036790625
2023-05-06T00:00:00.000+0000,c6id.16xlarge,io,prod,1.9705065738,0.843611,64,194367.9744,0.036496875
2023-05-06T00:00:00.000+0000,c6id.16xlarge,io,prod,70.5893718588,31.150838,64,7177153.0752,0.035407038978975500
2023-05-06T00:00:00.000+0000,c6id.16xlarge,io,prod,58.0450506162,24.951671,64,5748864.9984,0.036348423954376600
2023-05-06T00:00:00.000+0000,m5.4xlarge,cmp,prod,16.18764757,34.436943,16,1983567.9168,0.029379145910977100
2023-05-06T00:00:00.000+0000,m5.4xlarge,cmp,prod,29.5046592719,53.127497,16,3060143.8272,0.03470973241020090
2023-05-06T00:00:00.000+0000,m5.4xlarge,cmp,prod,3.9049819281,7.734169,16,445488.1344,0.03155625
2023-05-06T00:00:00.000+0000,m5a.4xlarge,cmp,prod,0.1504128795,0.257777,16,14847.9552,0.03646875000000000
2023-05-06T00:00:00.000+0000,m5a.4xlarge,cmp,prod,0.1308813384,0.228056,16,13136.0256,0.03586875
2023-05-06T00:00:00.000+0000,m5ad.8xlarge,io,prod,20.893241284,18.06139,32,2080672.128,0.03614969778765640
2023-05-06T00:00:00.000+0000,m5ad.8xlarge,io,prod,3.608834702,3.109724,32,358240.2048,0.036265625000000000
2023-05-06T00:00:00.000+0000,m5ad.8xlarge,io,prod,1.3442245404,1.137499,32,131039.8848,0.036929278080684000
2023-05-06T00:00:00.000+0000,m5ad.8xlarge,io,prod,2.8081578158,2.410278,32,277664.0256,0.036408634914209100
2023-05-06T00:00:00.000+0000,m5d.8xlarge,io,prod,222.3370093774,192.731668,32,22202688.1536,0.03605028491240860
2023-05-06T00:00:00.000+0000,m5d.8xlarge,io,prod,86.7466007833,82.541393,32,9508768.4736,0.032842082935020600
2023-05-06T00:00:00.000+0000,m5d.8xlarge,io,prod,1505.5214617997,1523.015263,32,175451358.2976,0.030891053309976300
2023-05-06T00:00:00.000+0000,m5dn.8xlarge,io,prod,8.4471442901,7.344721,32,846111.8592,0.035940542747045800
2023-05-06T00:00:00.000+0000,m5n.4xlarge,cmp,prod,0.2878507576,0.487222,16,28063.9872,0.036925
2023-05-06T00:00:00.000+0000,m6a.4xlarge,cmp,prod,104.582589761,182.880002,16,10533888.1152,0.035741534277009100
2023-05-06T00:00:00.000+0000,m6i.4xlarge,cmp,prod,17.7133008496,31.054174,16,1788720.4224,0.03565
2023-05-06T00:00:00.000+0000,m6i.4xlarge,cmp,prod,39.6892164369,74.568065,16,4295120.544000000,0.03326592995682870
2023-05-06T00:00:00.000+0000,m6id.8xlarge,io,prod,1.4934556846,1.277222,32,147135.9744,0.036540625
2023-05-06T00:00:00.000+0000,m6id.8xlarge,io,prod,59.743791825,51.001388,32,5875359.8976,0.03660671930205610
2023-05-06T00:00:00.000+0000,m6idn.8xlarge,io,prod,19.0921992067,16.158613,32,1861472.2176,0.03692341819247570
2023-05-06T00:00:00.000+0000,m6in.4xlarge,cmp,prod,1.7730506477,3.054447,16,175936.1472,0.03628010748958810
2023-05-06T00:00:00.000+0000,m6in.4xlarge,cmp,prod,6.4374432833,11.020555,16,634783.968,0.03650816181274450
2023-05-06T00:00:00.000+0000,r5.2xlarge,cmp,prod,287.3844513478,1129.311127,8,32524160.4576,0.03180970731591400
2023-05-06T00:00:00.000+0000,r5.2xlarge,cmp,prod,457.4784229132,1803.630857,8,51944568.6816,0.03170538064494310
2023-05-06T00:00:00.000+0000,r5.2xlarge,cmp,prod,579.8314761086,2285.030604,8,65808881.3952,0.03171902134995430
2023-05-06T00:00:00.000+0000,r5.2xlarge,cmp,prod,136.782294928,583.476965,8,16804136.592,0.02930327655008630
2023-05-06T00:00:00.000+0000,r5.2xlarge,cmp,prod,348.9768648375,2448.960455,8,70530061.104,0.0178125
2023-05-06T00:00:00.000+0000,r5a.2xlarge,cmp,prod,38.6175980361,132.254448,8,3808928.1024,0.03649933765942220
2023-05-06T00:00:00.000+0000,r5a.2xlarge,cmp,prod,2.1963255936,7.501112,8,216032.0256,0.0366
2023-05-06T00:00:00.000+0000,r5a.2xlarge,cmp,prod,0.7512191049,2.557777,8,73663.9776,0.0367125
2023-05-06T00:00:00.000+0000,r5ad.4xlarge,io,prod,44.4069725782,75.253341,16,4334592.4416000000,0.03688123011226170
2023-05-06T00:00:00.000+0000,r5ad.4xlarge,io,prod,761.3284081467000,1348.995566,16,77702144.6016,0.03527292951025810
2023-05-06T00:00:00.000+0000,r5ad.4xlarge,io,prod,26.2570019438,44.804166,16,2580719.9616,0.03662745606039180
2023-05-06T00:00:00.000+0000,r5b.2xlarge,cmp,prod,97.7585566856,333.90222,8,9616383.936,0.03659700012087370
2023-05-06T00:00:00.000+0000,r5b.2xlarge,cmp,prod,31.223198269,107.099167,8,3084456.0096,0.03644192474088060
2023-05-06T00:00:00.000+0000,r5b.2xlarge,cmp,prod,21.6670788277,74.383895,8,2142256.176,0.03641090391223130
2023-05-06T00:00:00.000+0000,r5d.4xlarge,io,prod,2698.5593121743,4746.438032,16,273394830.6432,0.035534005895327300
2023-05-06T00:00:00.000+0000,r5d.4xlarge,io,prod,4.66544829,8.184997,16,471455.8272,0.035625000000000000
2023-05-06T00:00:00.000+0000,r5d.4xlarge,io,prod,75.6300154699,136.095556,16,7839104.025600000,0.03473203759032920
2023-05-06T00:00:00.000+0000,r5dn.4xlarge,io,prod,364.3932081354,627.630283,16,36151504.3008,0.03628661032670810
2023-05-06T00:00:00.000+0000,r5dn.4xlarge,io,prod,14.8186638695,26.156389,16,1506608.0064,0.03540880554436430
2023-05-06T00:00:00.000+0000,r5dn.4xlarge,io,prod,42.346094186,76.459448,16,4404064.2048,0.034614831206013900
2023-05-06T00:00:00.000+0000,r5dn.4xlarge,io,prod,1387.4439524728,2548.758943,16,146808515.11680000,0.0340225376227547
2023-05-06T00:00:00.000+0000,r5n.2xlarge,cmp,prod,0.7852330268,2.705834,8,77928.0192,0.036275
2023-05-06T00:00:00.000+0000,r5n.2xlarge,cmp,prod,60.981105981,212.551404,8,6121480.4352,0.03586256361602300
2023-05-06T00:00:00.000+0000,r5n.2xlarge,cmp,prod,1.71965808,6.033888,8,173775.9744,0.035625000000000000
2023-05-06T00:00:00.000+0000,r5n.2xlarge,cmp,prod,28.51112525,97.891374,8,2819271.5712,0.036406585285543100
2023-05-06T00:00:00.000+0000,r6a.2xlarge,cmp,prod,15.1670819529,52.430286,8,1509992.2368,0.03616011638983810
2023-05-06T00:00:00.000+0000,r6a.2xlarge,cmp,prod,2.4416098009,8.370277,8,241063.9776,0.036462500000000000
2023-05-06T00:00:00.000+0000,r6a.2xlarge,cmp,prod,181.3637959291,624.302493,8,17979911.7984,0.036313285218833000
2023-05-06T00:00:00.000+0000,r6i.2xlarge,cmp,prod,162.1369578351,567.766391,8,16351672.0608,0.035696230088031900
2023-05-06T00:00:00.000+0000,r6i.2xlarge,cmp,prod,0.9162994364,3.156388,8,90903.9744,0.0362875
2023-05-06T00:00:00.000+0000,r6i.2xlarge,cmp,prod,70.4729217547,245.873899,8,7081168.2912,0.035827776983101
2023-05-06T00:00:00.000+0000,r6id.4xlarge,io,prod,2.3594422006,4.099999,16,236159.94240000000,0.035967115488930600
2023-05-06T00:00:00.000+0000,r6idn.4xlarge,io,prod,71.0089501053,121.872502,16,7019856.1152,0.03641559259677180
2023-05-06T00:00:00.000+0000,r6in.2xlarge,cmp,prod,1.874658952,6.553332,8,188735.9616,0.03575774415213510
2023-05-06T00:00:00.000+0000,r6in.2xlarge,cmp,prod,21.5517873256,73.765277,8,2124439.9776,0.03652088794704860
2023-05-07T00:00:00.000+0000,c5.2xlarge,cmp,prod,11.808,48,8,1382400,0.03075
2023-05-07T00:00:00.000+0000,c5.2xlarge,cmp,prod,11.808,48,8,1382400,0.03075
2023-05-07T00:00:00.000+0000,c5.2xlarge,cmp,prod,11.808,48,8,1382400,0.03075
2023-05-07T00:00:00.000+0000,c5.2xlarge,cmp,prod,11.808,48,8,1382400,0.03075
2023-05-07T00:00:00.000+0000,c5.2xlarge,cmp,prod,11.808,48,8,1382400,0.03075
2023-05-07T00:00:00.000+0000,c5.2xlarge,io,prod,17.712,72,8,2073600,0.03075
2023-05-07T00:00:00.000+0000,c5.2xlarge,io,prod,11.808,48,8,1382400,0.03075
2023-05-07T00:00:00.000+0000,c5.2xlarge,io,prod,11.808,48,8,1382400,0.03075
2023-05-07T00:00:00.000+0000,c5.2xlarge,io,prod,11.808,48,8,1382400,0.03075
2023-05-07T00:00:00.000+0000,c5.2xlarge,io,prod,11.808,48,8,1382400,0.03075
2023-05-07T00:00:00.000+0000,c5.2xlarge,io,prod,11.808,48,8,1382400,0.03075
2023-05-07T00:00:00.000+0000,c5ad.16xlarge,io,prod,293.329789084,127.097792,64,29283331.2768,0.036061035225832300
2023-05-07T00:00:00.000+0000,c5ad.16xlarge,io,prod,47.7641354181,22.007501,64,5070528.230400000,0.033911829239849300
2023-05-07T00:00:00.000+0000,c5ad.16xlarge,io,prod,216.2789616402,91.775837,64,21145152.8448,0.03682187911430460
2023-05-07T00:00:00.000+0000,c5d.18xlarge,io,prod,765.0032803556,297.100541,72,77008460.2272,0.03576245780210290
2023-05-07T00:00:00.000+0000,c5d.18xlarge,io,prod,782.7340734923,671.356097,72,174015500.3424,0.016193055555555600
2023-05-07T00:00:00.000+0000,c5d.18xlarge,io,prod,598.7719987845,413.720025,72,107236230.48,0.02010122125680490
2023-05-07T00:00:00.000+0000,c5d.18xlarge,io,prod,599.8965890573,281.623356,72,72996773.8752,0.029585248853579700
2023-05-07T00:00:00.000+0000,c6id.16xlarge,io,prod,59.346000586,25.146669,64,5793792.537600000,0.03687491409523270
2023-05-07T00:00:00.000+0000,m5.4xlarge,cmp,prod,49.6970731847,105.525278,16,6078256.0128,0.029434341542732100
2023-05-07T00:00:00.000+0000,m5.4xlarge,cmp,prod,159.0483737021,286.935547,16,16527487.5072,0.034643750000000000
2023-05-07T00:00:00.000+0000,m5.4xlarge,cmp,prod,419.2400985963,818.933071,16,47170544.8896,0.03199590673542200
2023-05-07T00:00:00.000+0000,m5a.4xlarge,cmp,prod,6.7293582465,11.672781,16,672352.1856000000,0.036031250000000000
2023-05-07T00:00:00.000+0000,m5ad.8xlarge,io,prod,53.2324777441,46.036388,32,5303391.897600000,0.03613478384757560
2023-05-07T00:00:00.000+0000,m5ad.8xlarge,io,prod,102.8536676745,88.742218,32,10223103.5136,0.036219256034688300
2023-05-07T00:00:00.000+0000,m5ad.8xlarge,io,prod,18.4887901732,15.871664,32,1828415.6928,0.036402906016187100
2023-05-07T00:00:00.000+0000,m5d.8xlarge,io,prod,91.6799303574,79.445008,32,9152064.9216,0.03606265385068310
2023-05-07T00:00:00.000+0000,m5d.8xlarge,io,prod,831.1819559946,789.381635,32,90936764.352,0.03290478898059400
2023-05-07T00:00:00.000+0000,m5d.8xlarge,io,prod,591.5504459453,598.927756,32,68996477.4912,0.030865077216075200
2023-05-07T00:00:00.000+0000,m6a.4xlarge,cmp,prod,18.9513817465,33.291388,16,1917583.9488,0.03557861147622470
2023-05-07T00:00:00.000+0000,m6i.4xlarge,cmp,prod,11.7930419938,20.852776,16,1201119.8976,0.035346139267620800
2023-05-07T00:00:00.000+0000,m6id.8xlarge,io,prod,1.6785858832,1.448889,32,166912.0128,0.03620415977345400
2023-05-07T00:00:00.000+0000,m6id.8xlarge,io,prod,22.0910928111,18.892502,32,2176416.2304,0.03654077423661910
2023-05-07T00:00:00.000+0000,m6idn.8xlarge,io,prod,1.9436183563,1.660556,32,191296.0512,0.0365769499097742
2023-05-07T00:00:00.000+0000,m6idn.8xlarge,io,prod,14.0634544373,11.980277,32,1380127.9104,0.03668387226485870
2023-05-07T00:00:00.000+0000,m6in.4xlarge,cmp,prod,3.6503804026,6.326112,16,364384.0512,0.03606461206543610
2023-05-07T00:00:00.000+0000,m6in.4xlarge,cmp,prod,9.9333770431,16.900556,16,973472.0256,0.03673465329742700
2023-05-07T00:00:00.000+0000,r5.2xlarge,cmp,prod,209.4999108087,818.875041,8,23583601.1808,0.031979835188416100
2023-05-07T00:00:00.000+0000,r5.2xlarge,cmp,prod,444.53506937,1758.278588,8,50638423.3344,0.031603003102287700
2023-05-07T00:00:00.000+0000,r5.2xlarge,cmp,prod,60.4683281354,233.783045,8,6732951.696,0.03233143368855090
2023-05-07T00:00:00.000+0000,r5.2xlarge,cmp,prod,606.916936042,2592.599696,8,74666871.2448,0.029261986384669400
2023-05-07T00:00:00.000+0000,r5.2xlarge,cmp,prod,364.1401493325,2555.369469,8,73594640.7072,0.0178125
2023-05-07T00:00:00.000+0000,r5a.2xlarge,cmp,prod,37.0316357978,128.070556,8,3688432.0128,0.03614378370251630
2023-05-07T00:00:00.000+0000,r5a.2xlarge,cmp,prod,11.9878206504,41.451662,8,1193807.8656,0.03615
2023-05-07T00:00:00.000+0000,r5ad.4xlarge,io,prod,82.3984011896,141.251107,16,8136063.763200000,0.03645918381616650
2023-05-07T00:00:00.000+0000,r5ad.4xlarge,io,prod,636.1165651822,1133.709483,16,65301666.220800000,0.0350683185772448
2023-05-07T00:00:00.000+0000,r5ad.4xlarge,io,prod,1.8223408142,3.122221,16,179839.9296,0.036479256557271200
2023-05-07T00:00:00.000+0000,r5b.2xlarge,cmp,prod,103.6516067156,352.451377,8,10150599.6576,0.03676095962436830
2023-05-07T00:00:00.000+0000,r5b.2xlarge,cmp,prod,13.1388709194,45.116662,8,1299359.8656,0.03640249061255910
2023-05-07T00:00:00.000+0000,r5b.2xlarge,cmp,prod,19.2758871492,66.245274,8,1907863.8912,0.03637219303598930
2023-05-07T00:00:00.000+0000,r5d.4xlarge,io,prod,2306.576624826,4042.869471,16,232869281.5296,0.03565809880474990
2023-05-07T00:00:00.000+0000,r5d.4xlarge,io,prod,66.1159720491,117.469723,16,6766256.0448,0.03517713456316530
2023-05-07T00:00:00.000+0000,r5d.4xlarge,io,prod,479.3157337645,871.512753,16,50199134.5728,0.03437383246218690
2023-05-07T00:00:00.000+0000,r5dn.4xlarge,io,prod,946.7937651681,1633.86253,16,94110481.728,0.03621761882439780
2023-05-07T00:00:00.000+0000,r5dn.4xlarge,io,prod,111.5468609958,196.870563,16,11339744.4288,0.0354125
2023-05-07T00:00:00.000+0000,r5dn.4xlarge,io,prod,468.0579218529,847.365834,16,48808272.0384,0.03452301112698180
2023-05-07T00:00:00.000+0000,r5dn.4xlarge,io,prod,1424.090592596,2646.529316,16,152440088.6016,0.03363108864850000
2023-05-07T00:00:00.000+0000,r5n.2xlarge,cmp,prod,38.0073057766,131.716679,8,3793440.3552,0.03606918469357250
2023-05-07T00:00:00.000+0000,r5n.2xlarge,cmp,prod,94.5078462798,326.817788,8,9412352.2944,0.036146994498888800
2023-05-07T00:00:00.000+0000,r5n.2xlarge,cmp,prod,12.9396291965,45.795006,8,1318896.1728,0.035319433074482000
2023-05-07T00:00:00.000+0000,r6a.2xlarge,cmp,prod,41.5863527424,143.744154,8,4139831.6352,0.036163516554558500
2023-05-07T00:00:00.000+0000,r6a.2xlarge,cmp,prod,0.35025562,1.207778,8,34784.0064,0.03625
2023-05-07T00:00:00.000+0000,r6a.2xlarge,cmp,prod,103.425590358,352.620827,8,10155479.8176,0.03666317416568820
2023-05-07T00:00:00.000+0000,r6i.2xlarge,cmp,prod,170.9171503904,600.084423,8,17282431.3824,0.03560273018251630
2023-05-07T00:00:00.000+0000,r6i.2xlarge,cmp,prod,107.37481029,368.922231,8,10624960.2528,0.03638124829145900
2023-05-07T00:00:00.000+0000,r6id.4xlarge,io,prod,7.2513063303,12.653057,16,728816.0832,0.035817956533646400
2023-05-07T00:00:00.000+0000,r6id.4xlarge,io,prod,0.0519131492,0.089722,16,5167.9872,0.0361625
2023-05-07T00:00:00.000+0000,r6idn.4xlarge,io,prod,54.633329747,92.820289,16,5346448.6464,0.036787033804511200
2023-05-07T00:00:00.000+0000,r6in.2xlarge,cmp,prod,8.8492018564,31.028057,8,893608.0416,0.03565
2023-05-07T00:00:00.000+0000,r6in.2xlarge,cmp,prod,1.4344036524,4.941108,8,142303.9104,0.0362875
2023-05-07T00:00:00.000+0000,r6in.2xlarge,cmp,prod,13.68111667,46.43111,8,1337215.968,0.03683176180259310
2023-05-08T00:00:00.000+0000,c5.2xlarge,cmp,prod,11.808,48,8,1382400,0.03075
2023-05-08T00:00:00.000+0000,c5.2xlarge,cmp,prod,11.808,48,8,1382400,0.03075
2023-05-08T00:00:00.000+0000,c5.2xlarge,cmp,prod,11.808,48,8,1382400,0.03075
2023-05-08T00:00:00.000+0000,c5.2xlarge,cmp,prod,11.808,48,8,1382400,0.03075
2023-05-08T00:00:00.000+0000,c5.2xlarge,cmp,prod,11.808,48,8,1382400,0.03075
2023-05-08T00:00:00.000+0000,c5.2xlarge,io,prod,17.712,72,8,2073600,0.03075
2023-05-08T00:00:00.000+0000,c5.2xlarge,io,prod,11.808,48,8,1382400,0.03075
2023-05-08T00:00:00.000+0000,c5.2xlarge,io,prod,11.808,48,8,1382400,0.03075
2023-05-08T00:00:00.000+0000,c5.2xlarge,io,prod,11.808,48,8,1382400,0.03075
2023-05-08T00:00:00.000+0000,c5.2xlarge,io,prod,11.808,48,8,1382400,0.03075
2023-05-08T00:00:00.000+0000,c5.2xlarge,io,prod,11.808,48,8,1382400,0.03075
2023-05-08T00:00:00.000+0000,c5ad.16xlarge,io,prod,214.4218616577,92.573895,64,21329025.408,0.03619099734759530
2023-05-08T00:00:00.000+0000,c5ad.16xlarge,io,prod,28.7456915481,12.949443,64,2983551.6672,0.034684999998769300
2023-05-08T00:00:00.000+0000,c5ad.16xlarge,io,prod,320.0065715288,147.148049,64,33902910.489600000,0.033980081381422200
2023-05-08T00:00:00.000+0000,c5ad.16xlarge,io,prod,114.2344352625,48.788332,64,11240831.692800000,0.036584834484125500
2023-05-08T00:00:00.000+0000,c5d.18xlarge,io,prod,44.4786551211,17.173889,72,4451472.0288,0.03597083333333330
2023-05-08T00:00:00.000+0000,c5d.18xlarge,io,prod,1522.3227559808,1305.706112,72,338439024.2304,0.016193055555555600
2023-05-08T00:00:00.000+0000,c5d.18xlarge,io,prod,701.0557461141,485.343891,72,125801136.5472,0.020061827383124200
2023-05-08T00:00:00.000+0000,c5d.18xlarge,io,prod,378.4580893104,175.363899,72,45454322.6208,0.029974027616330200
2023-05-08T00:00:00.000+0000,c5d.18xlarge,io,prod,0.4761689783,0.345277,72,89495.7984,0.01915406479998510
2023-05-08T00:00:00.000+0000,c6id.16xlarge,io,prod,67.9158628337,29.673335,64,6836736.384000000,0.035762254454262100
2023-05-08T00:00:00.000+0000,c6id.16xlarge,io,prod,20.14256671,8.654164,64,1993919.3856,0.0363671875
2023-05-08T00:00:00.000+0000,m5.4xlarge,cmp,prod,39.1496976609,70.883619,16,4082896.4544,0.03451934506625930
2023-05-08T00:00:00.000+0000,m5.4xlarge,cmp,prod,246.7663670339,482.487804,16,27791297.5104,0.03196536329365700
2023-05-08T00:00:00.000+0000,m5.4xlarge,cmp,prod,12.5915408494,26.838047,16,1545871.5072,0.02932297208837510
2023-05-08T00:00:00.000+0000,m5a.4xlarge,cmp,prod,0.0280874358,0.048611,16,2799.9936,0.036112500000000000
2023-05-08T00:00:00.000+0000,m5ad.8xlarge,io,prod,12.3529338295,10.66278,32,1228352.2560000000,0.03620342745249130
2023-05-08T00:00:00.000+0000,m5ad.8xlarge,io,prod,80.7056650084,69.438336,32,7999296.307200000,0.03632074408454290
2023-05-08T00:00:00.000+0000,m5ad.8xlarge,io,prod,21.5488739479,18.573891,32,2139712.2432,0.03625531725538150
2023-05-08T00:00:00.000+0000,m5d.8xlarge,io,prod,173.8251417335,151.39585,32,17440801.920000000,0.03587968678911530
2023-05-08T00:00:00.000+0000,m5d.8xlarge,io,prod,673.7358170879,649.674725,32,74842528.32,0.03240736244433220
2023-05-08T00:00:00.000+0000,m5d.8xlarge,io,prod,913.9769968881,925.894475,32,106663043.52,0.03084777145122630
2023-05-08T00:00:00.000+0000,m5d.8xlarge,io,prod,0.1186783026,0.120278,32,13856.0256,0.030834375000000000
2023-05-08T00:00:00.000+0000,m5n.4xlarge,cmp,prod,0.5299438164,0.919722,16,52975.9872,0.036012500000000000
