EAN,Description,Size,BSP,Soc Date,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5,Zone 6,Old National #,Group,Group Item,Merch Cat. Code,Merch Cat. Desc
6001091346590,PATTEX PWR TAPE SILVER 5M,1'S,252.61,2023-03-03T07:03:00,70.9800,75.9800,83.9800,70.9800,70.9800,70.3700,2490405,PATTEX PWR TAPE,NHARD,N,HARD
6001091346620,PATTEX PWR TAPE BLACK 5M,1'S,252.61,2023-03-03T07:03:00,70.9800,75.9800,83.9800,70.9800,70.9800,70.3700,2490409,PATTEX PWR TAPE,NHARD,N,HARD
6001091349058,PATTEX NO MORE NAILS,50G,455.13,2023-03-03T07:02:00,64.9800,69.9800,76.9800,64.9800,64.9800,64.4200,2121702,NO MORE NAILS,NSTNY,N,STNY
6001091349072,PATTEX TRANSPARENT ADHESI,50ML,364.16,2023-03-03T07:03:00,51.9800,55.9800,60.9800,51.9800,51.9800,51.5300,2156136,PATTEX TRSP/ADHE,NHARD,N,HARD
6001091349256,PRITT STICK CARDED,22GR,524.24,2023-03-03T07:02:00,37.9800,40.9800,44.9800,37.9800,37.9800,37.6500,2092186,PRITT 20GR STICK,NSTNY,N,STNY
6001091349263,PRITT STICK CARDED,43GR,746.71,2023-03-03T07:02:00,54.9800,58.9800,64.9800,54.9800,54.9800,54.5100,2092187,PRITT GLUE STICK,NSTNY,N,STNY
6001091350498,PRITT GLUE CLEAR CARDED,25ML,217.13,2023-03-03T07:03:00,30.9800,32.9800,36.9800,30.9800,30.9800,30.7100,2226348,CLEAR GLUE,NSTNY,N,STNY
6001091350771,PRITT KIDS ART PLAY DOUGH 1'S,1'S,474.27,2023-03-03T07:03:00,66.9800,71.9900,78.9800,66.9800,66.9800,66.4000,2335984,PLAY DOUGH,NSTNY,N,STNY
6001091350832,PRITT MULTIPACK,3'S,2093.97,2023-03-03T07:03:00,144.9800,155.9800,170.9800,144.9800,144.9800,143.7200,2450279,PRITT MULTIPACK,NSTNY,N,STNY
6001091351471,PRITT STICK PINK,20GR,331.07,2023-03-03T07:03:00,45.9800,49.3800,54.2800,45.9800,45.9800,45.5800,2583504,PRITT STICK PINK,NSTNY,N,STNY
6001091351631,PRITT MULTI TACK,1'S,138.33,2023-03-03T07:03:00,21.9800,23.9800,24.9800,21.9800,21.9800,21.7900,2641405,PRITT MULTI TACK,NSTNY,N,STNY
6001091351655,PRITT PONAL WOOD GLUE,100ML,270.57,2023-03-03T07:03:00,39.9800,42.9800,46.9800,39.9800,39.9800,39.6400,2677660,PRITT W/GLUE,NSTNY,N,STNY
6001091351686,PRITT ALL PURPOSE LIQUID,1'S,395.85,2023-03-03T07:03:00,55.9800,59.9800,65.9800,55.9800,55.9800,55.5000,2677664,PRITT LIQ GLUE,NSTNY,N,STNY
6001091351785,PRITT GLUE STICKS GLITTER,2'S,402.56,2023-03-03T07:04:00,58.9800,62.9800,69.9800,58.9800,58.9800,58.4700,2764403,PRITT GLUE STICK,NSTNY,N,STNY
6001091351921,PATTEX GEL 100% TUBE,20GR,513.92,2023-03-03T07:03:00,73.9800,79.9800,86.9800,73.9800,73.9800,73.3400,2644995,PATTEX GEL 100%,NHARD,N,HARD
6001091352317,PATTEX NO NAILS CLICK&FIX,1'S,824.76,2023-03-03T07:04:00,114.9800,123.9800,135.9800,114.9800,114.9800,113.9800,2999927,PATTEX N/NAILS,NHARD,N,HARD
6001091352454,PATTEX NO NAILS STRIP PER,10'S,436.49,2023-03-03T07:04:00,59.9800,64.9800,70.9800,59.9800,59.9800,59.4600,3013854,PATTEX N/NAILS,NHARD,N,HARD
6001091352461,PATTEX NO NAILS STRIPS MT,10'S,362.42,2023-03-03T07:04:00,50.9800,54.9800,59.9800,50.9800,50.9800,50.5400,3013838,PATTEX N/NAILS,NHARD,N,HARD
6001091352522,LOCTITE POWER FLEX GEL,3GR,893.61,2023-03-03T07:04:00,62.9800,67.9800,73.9800,62.9800,62.9800,62.4400,3013761,LOCTITE PWR GEL,NSTNY,N,STNY
6001091352539,LOCTITE GLUE SUPER LIQUID,3GR,706.17,2023-03-03T07:04:00,47.9800,51.9800,56.9800,47.9800,47.9800,47.5700,3020758,LOCTITE GLUE SUP,NSTNY,N,STNY
6001091352553,PATTEX GLUE SUP ULTRA GEL,3GR,759.14,2023-03-03T07:04:00,53.9800,57.9800,63.9800,53.9800,53.9800,53.5100,3009551,PATTEX GLUE SUP,NHARD,N,HARD
6001091352560,PATTEX GLUE SUPER LIQUID,3GR,637.15,2023-03-03T07:04:00,43.9800,46.9800,51.9800,43.9800,43.9800,43.6000,3020747,PATTEX GLUE SUP,NSTNY,N,STNY
6001091352614,PRITT STICK GOLD,20GR,331.10,2023-03-03T07:04:00,45.9800,48.9900,53.9800,45.9800,45.9800,45.5800,2999853,PRITT GOLD STICK,NSTNY,N,STNY
6001092100276,FRISCO INSTANT COFFEE,100GR,118.38,2023-03-03T07:02:00,26.9800,28.9800,31.9800,28.4800,27.4800,27.2500,2117873,FRISCO INST COFF,GBCOF,G,BCOF
6001092500052,MRS BALLS CHUTNEY ORIGIN,470GR,238.50,2023-03-03T07:03:00,42.9800,46.4800,50.9900,44.9800,43.9800,43.6000,2126176,MRS BALLS CHUT O,GCSAU,G,CSAU
6001092500106,MRS BALLS CHUTNEY HOT,470GR,238.50,2023-03-03T07:03:00,42.9800,46.4800,50.9900,44.9800,43.9800,43.6000,2126177,MRS BALLS CHUT H,GCSAU,G,CSAU
6001092500151,MRS BALLS CHUTNEY PEACH,470GR,238.50,2023-03-03T07:02:00,42.9800,46.4800,50.9900,44.9800,43.9800,43.6000,2092220,MRS BALLS CHUTNE,GCSAU,G,CSAU
6001106100544,WINDOLENE CLEAR REFILL,750ML,198.31,2023-03-03T07:02:00,47.9800,51.9800,56.5900,47.9800,47.9800,47.5700,2075304,WINDOLENE CLEAR,GHCAP,G,HCAP
6001106100551,WINDOLENE CLEAR TRIGGER,750ML,217.70,2023-03-03T07:02:00,52.9800,56.9800,62.4900,52.9800,52.9800,52.5200,2075311,WINDOLENE CLEAR,GHCAP,G,HCAP
6001106100711,M/TARGET MOSQUITO COILS,10'S,66.45,2023-03-03T07:02:00,15.9800,17.9800,18.9800,16.9800,16.9800,16.8400,2073127,TARGET MOSQ COIL,GHPCN,G,HPCN
6001106101312,JIK LEMON,500ML,90.50,2023-03-03T07:03:00,20.9800,22.9800,24.7900,20.9800,20.9800,20.8000,2127869,JIK LEMON 500,GHCBL,G,HCBL
6001106101329,JIK LEMON,750ML,233.48,2023-03-03T07:02:00,25.9900,27.9800,29.4800,27.9800,25.9900,25.7600,2081457,JIK BLEACH LEMON,GHCBL,G,HCBL
6001106101336,JIK LEMON,1.5LT,195.08,2023-03-03T07:02:00,45.9800,49.4800,54.2900,45.9800,45.9800,45.5800,2081459,JIK LEMON,GHCBL,G,HCBL
6001106101565,FINISH POWDER,1KG,917.08,2023-03-03T07:02:00,104.9800,109.9800,119.9800,104.9800,104.9800,104.0700,2101301,FINISH D/WASH RE,GHCDW,G,HCDW
6001106102944,HARPIC LIQ MOUNT PINE,500ML,265.60,2023-03-03T07:03:00,29.9800,32.9800,34.4800,29.9800,29.9800,29.7200,2156197,HARPIC LIQ MOUNT,GHCDI,G,HCDI
6001106102951,HARPIC LIQ LAVENDER,500ML,265.60,2023-03-03T07:03:00,29.9800,32.9800,34.4800,29.9800,29.9800,29.7200,2156198,HARPIC LIQ LAVEN,GHCDI,G,HCDI
6001106102968,HARPIC LIQ POT POURRI,500ML,265.60,2023-03-03T07:03:00,29.9800,32.9800,34.4800,29.9800,29.9800,29.7200,2156199,HARPIC LIQ P/POU,GHCDI,G,HCDI
6001106103149,VANISH LIQUID,1LT,964.00,2023-03-03T07:02:00,89.9800,96.9800,104.4800,94.9900,89.9800,89.2000,2117599,VANISH LIQUID CL,GHWPR,G,HWPR
6001106103200,VANISH LIQUID,500ML,459.19,2023-03-03T07:02:00,52.9800,56.9800,62.4800,52.9800,52.9800,52.5200,2117597,VANISH LIQUID,GHWPR,G,HWPR
6001106103545,COBRA LAMINATE F/CLEAN ORANGE,750ML,718.35,2023-03-03T07:03:00,82.9800,89.9800,97.9800,82.9800,82.9800,82.2600,2163768,COBRA WOOD CLNR,GHCFL,G,HCFL
6001106103859,MORTEIN TARGET AIK O/LESS,300ML,378.24,2023-03-03T07:03:00,45.9800,49.9800,54.4800,48.9900,47.9800,47.5700,2174817,MORTEIN TARGET A,GHPCN,G,HPCN
6001106103873,MORTEIN TARGET ULTR LEMON,300ML,378.24,2023-03-03T07:03:00,45.9800,49.9800,54.4800,48.9900,47.9800,47.5700,2174818,MORTEIN TARGET U,GHPCN,G,HPCN
6001106103903,MORTEIN INSTANT POWER,300ML,378.24,2023-03-03T07:03:00,45.9800,49.9800,54.4800,48.9900,47.9800,47.5700,2174815,TARGET INST. POW,GHPCN,G,HPCN
6001106103941,TARGET ODOURLESS,300ML,378.24,2023-03-03T07:03:00,45.9800,49.9800,54.4800,48.9900,47.9800,47.5700,2174816,TARGET ODOURLESS,GHPCN,G,HPCN
6001106104917,COBRA ZEB FUME FREE,275ML,453.57,2023-03-03T07:03:00,104.9800,112.9800,123.9800,104.9800,104.9800,104.0700,2194610,COBRA ZEB FUME,GHCAP,G,HCAP
6001106106898,VANISH POWERSHOT AEROSOL,300ML,879.25,2023-03-03T07:03:00,99.9800,107.9800,115.4800,99.9800,99.9800,99.1100,2207776,VANISH POWERSHOT,GHWPR,G,HWPR
6001106107017,JIK REGULAR,500ML,90.50,2023-03-03T07:03:00,20.9800,22.9800,24.7900,20.9800,20.9800,20.8000,2127863,JIK REGULAR,GHCBL,G,HCBL
6001106107024,JIK PERFUMED,500ML,90.50,2023-03-03T07:03:00,20.9800,22.9800,24.7900,20.9800,20.9800,20.8000,2127864,JIK PERFUMED,GHCBL,G,HCBL
6001106107031,JIK BLEACH REGULAR,750ML,233.48,2023-03-03T07:02:00,25.9900,27.9800,29.4800,27.9800,25.9900,25.7600,2005555,JIK BLEACH REG,GHCBL,G,HCBL
6001106107048,JIK BLEACH PERFUMED,750ML,233.48,2023-03-03T07:02:00,25.9900,27.9800,29.4800,27.9800,25.9900,25.7600,2005551,JIK BLEACH PERFU,GHCBL,G,HCBL
6001106107178,JIK BLEACH POTPOURRI,750ML,233.48,2023-03-03T07:02:00,25.9900,27.9800,29.4800,27.9800,25.9900,25.7600,2005553,JIK BLEACH POTPO,GHCBL,G,HCBL
6001106107314,JIK REGULAR,1.5LT,195.08,2023-03-03T07:03:00,45.9800,49.4800,54.2900,45.9800,45.9800,45.5800,2127883,JIK REGULAR,GHCBL,G,HCBL
6001106107321,JIK PERFUMED,1.5LT,195.08,2023-03-03T07:03:00,45.9800,49.4800,54.2900,45.9800,45.9800,45.5800,2127884,JIK PERFUMED,GHCBL,G,HCBL
6001106107338,JIK POTPOURRI,1.5LT,195.08,2023-03-03T07:03:00,45.9800,49.4800,54.2900,45.9800,45.9800,45.5800,2127885,JIK BLEACH P/POR,GHCBL,G,HCBL
6001106108182,VANISH PREWASH AEROSOL,300ML,439.63,2023-03-03T07:03:00,99.9800,107.9800,115.4800,99.9800,99.9800,99.1100,2127932,VANISH PREWASH A,GHWPR,G,HWPR
6001106108373,VANISH LIQUID,2L,569.60,2023-03-03T07:03:00,129.9800,139.9800,152.9800,129.9800,129.9800,128.8500,2222163,VANISH LIQUID,GHWPR,G,HWPR
6001106108380,VANISH O2 POWDER,500G,569.60,2023-03-03T07:03:00,129.9800,139.9800,152.9800,129.9800,129.9800,128.8500,2222174,VANISH O2 POWDER,GHWPR,G,HWPR
6001106109899,GAVISCON ADVANCED ANISEED,200ML,1618.50,2023-03-03T07:04:00,189.9800,203.9800,223.9900,199.4800,193.9800,192.3000,2927200,GAVISCON ANISEED,HMEDI,H,MEDI
6001106109929,GAVISCON LIQ ANISEED,150ML,977.21,2023-03-03T07:03:00,114.9800,123.9800,135.4800,120.9800,117.9900,116.9600,2260031,GAVISCON LIQ ANI,HMEDI,H,MEDI
6001106109936,GAVISCON LIQ PEPPERMINT,150ML,977.21,2023-03-03T07:03:00,114.9800,123.9800,135.4800,120.9800,117.9900,116.9600,2257292,GAVISCON LIQ P/M,HMEDI,H,MEDI
6001106110222,VANISH O2 POWDER,1KG,914.80,2023-03-03T07:03:00,209.9900,224.9800,246.9800,209.9900,209.9900,208.1600,2244687,VANISH O2 POWDER,GHWPR,G,HWPR
6001106110741,COBRA ACT TILE CLNR LAVND,750ML,423.10,2023-03-03T07:03:00,49.9800,53.9800,58.9800,49.9800,49.9800,49.5500,2251273,COBRA TILE CLNR,GHCFL,G,HCFL
6001106111540,VANISH O2 PREWASH TRIGGER,500ML,388.16,2023-03-03T07:03:00,89.9800,96.9800,106.4900,89.9800,89.9800,89.2000,2258385,VANISH O2 P/WASH,GHWPR,G,HWPR
6001106114015,BLITZ FIRELIGHTERS 12PCE,1'S,890.50,2023-03-03T07:03:00,51.9800,54.9800,59.9800,51.9800,51.9800,51.5300,2128018,BLITZ FIRELIGHTE,GHCHA,G,HCHA
6001106114350,VANISH 02 CARPET SHAMPOO,500ML,388.16,2023-03-03T07:03:00,89.9800,96.9800,106.4900,89.9800,89.9800,89.2000,2292315,VANISH 02 C/PET,GHCFL,G,HCFL
6001106115715,COBRA ACT/TILE CRISP APPLE,750ML,215.25,2023-03-03T07:03:00,49.9800,53.9800,58.9800,49.9800,49.9800,49.5500,2286103,COBRA T/CLNR CRI,GHCFL,G,HCFL
6001106115722,COBRA ACT/TILE DELICATE BREEZE,750ML,215.25,2023-03-03T07:03:00,49.9800,53.9800,58.9800,49.9800,49.9800,49.5500,2286100,COBRA T/CLNR DEL,GHCFL,G,HCFL
6001106116064,COBRA ZEB MICROWAVE CLNER,275ML,453.57,2023-03-03T07:03:00,104.9800,112.9800,123.9800,104.9800,104.9800,104.0700,2197919,COBRA MICROWAVE,GHCAP,G,HCAP
6001106116972,VANISH O2 PREWASH REF,500ML,744.80,2023-03-03T07:03:00,84.9800,91.9800,99.9800,84.9800,84.9800,84.2500,2306493,VANISH O2 PREWAS,GHWPR,G,HWPR
6001106117047,WINDOLENE SPRAY TRIGGER,750ML,434.36,2023-03-03T07:03:00,51.9800,55.9800,61.3900,51.9800,51.9800,51.5300,2127740,WINDOLENE SPRAY,GHCAP,G,HCAP
6001106117054,WINDOLENE REFILL,750ML,394.36,2023-03-03T07:03:00,46.9800,50.9800,55.4900,46.9800,46.9800,46.5800,2127741,WINDOLENE REFILL,GHCAP,G,HCAP
6001106117849,VANISH CRYSTAL WHITES,400G,569.60,2023-03-03T07:03:00,129.9800,139.9800,152.9800,129.9800,129.9800,128.8500,2315430,VANISH CRYSTAL W,GHWPR,G,HWPR
6001106118082,WINDOLENE ORANGE TRIGGER,750ML,434.36,2023-03-03T07:03:00,51.9800,55.9800,61.3900,51.9800,51.9800,51.5300,2315432,WINDOLENE ORAN T,GHCAP,G,HCAP
6001106118341,MORTEIN TARGET 30 NIGHT,28ML,414.25,2023-03-03T07:03:00,49.9800,53.9800,58.8900,49.9800,49.9800,49.5500,2324109,MORTEIN 30 NIGHT,GHPCN,G,HPCN
6001106118433,VANISH O2 CARPET SHAMPOO,1LTR,1424.00,2023-03-03T07:03:00,129.9800,139.9800,152.9800,129.9800,129.9800,128.8500,2326038,VANISH O2 CAR SH,GHCFL,G,HCFL
6001106119225,DETTOL HAND SANITISER,200ML,870.24,2023-03-03T07:03:00,99.9800,107.9800,117.4800,104.9800,102.9800,102.0900,2344171,D/TOL SANITISER,HPWLI,H,PWLI
6001106119430,VANISH CRYSTAL WHITES,800GR,868.50,2023-03-03T07:03:00,199.9800,214.9800,234.9800,199.9800,199.9800,198.2500,2353215,VANISH CRYSTAL W,GHWPR,G,HWPR
6001106119560,DISPRIN XTRA STRENGTH TABS,16'S,433.48,2023-03-03T07:03:00,50.9800,54.9800,60.4900,53.9800,52.9800,52.5200,2364294,DISPRIN TABS XTR,HMEDI,H,MEDI
6001106119577,COBRA LAMINATE FLOOR/CL CITRUS,750ML,718.35,2023-03-03T07:03:00,82.9800,89.9800,97.9800,82.9800,82.9800,82.2600,2355611,COBRA LAMINATE C,GHCFL,G,HCFL
6001106120498,GAVISCON SACHETS,12'S,977.21,2023-03-03T07:03:00,114.9800,123.9800,135.4800,120.9800,117.9900,116.9600,2380492,GAVISCON SACHETS,HMEDI,H,MEDI
6001106120504,DETTOL APC LIQ CLEAN PINE,750ML,479.60,2023-03-03T07:03:00,56.9800,61.9800,67.9800,61.9800,59.9800,59.4600,2365118,DETTOL APC LIQ P,GHCAP,G,HCAP
6001106120511,DETTOL APC LIQ CLEAN CITR,750ML,479.60,2023-03-03T07:03:00,56.9800,61.9800,67.9800,61.9800,59.9800,59.4600,2365106,DETTOL APC LIQ C,GHCAP,G,HCAP
6001106120528,DETTOL APC LIQ CLEAN LAVE,750ML,479.60,2023-03-03T07:03:00,56.9800,61.9800,67.9800,61.9800,59.9800,59.4600,2365114,DETTOL APC LIQ L,GHCAP,G,HCAP
6001106120535,DETTOL TRIG B/ROOM REG,500ML,481.34,2023-03-03T07:03:00,54.9800,59.9800,66.4800,59.9800,58.9800,58.4700,2365127,DETTOL TRIG B/R,GHCAP,G,HCAP
6001106120559,DETTOL TRIG KITCH REG,500ML,481.34,2023-03-03T07:03:00,54.9800,59.9800,66.4800,59.9800,58.9800,58.4700,2365096,D/TOL TRIG KITC,GHCAP,G,HCAP
6001106120672,MR MIN MULTI POT POURRI,400ML,566.85,2023-03-03T07:03:00,64.9800,69.9800,72.9800,64.9800,64.9800,64.4200,2392866,MR MIN M/SURFACE,GHPOL,G,HPOL
6001106120689,MR MIN M/SURFACE LAVENDER,400ML,566.85,2023-03-03T07:03:00,64.9800,69.9800,72.9800,64.9800,64.9800,64.4200,2393024,MR MIN M/SURFACE,GHPOL,G,HPOL
6001106120696,MR MIN M/SURFACE FRT BLOS,400ML,566.85,2023-03-03T07:03:00,64.9800,69.9800,72.9800,64.9800,64.9800,64.4200,2393021,MR MIN M/SURF FR,GHPOL,G,HPOL
6001106120702,MR MIN M/SURFACE REGULAR,400ML,566.85,2023-03-03T07:03:00,64.9800,69.9800,72.9800,64.9800,64.9800,64.4200,2393164,MR MIN M/SURFACE,GHPOL,G,HPOL
6001106120771,DISPRIN EXTRA STRENGTH,2'S,86.81,2023-03-03T07:03:00,2.9900,3.9800,3.4800,3.9800,3.9800,3.0600,2398024,DISPRIN EX STREN,HMEDI,H,MEDI
6001106120887,A/WICK F/M REF MAG/CHRY,250ML,446.70,2023-03-03T07:03:00,103.9800,111.9800,122.4800,103.9800,103.9800,103.0800,2380899,A/WICK F/M M/CHR,GHAIR,G,HAIR
6001106121457,JIK BLEACH POT POURRI,2X1LT,258.35,2023-03-03T07:03:00,59.9800,64.4800,70.7900,59.9800,59.9800,59.4600,2446244,JIK POT POURRI,GHCBL,G,HCBL
6001106121464,JIK BLEACH LEMON,2X1LT,258.35,2023-03-03T07:03:00,59.9800,64.4800,70.7900,59.9800,59.9800,59.4600,2446252,JIK BLEACH LEM,GHCBL,G,HCBL
6001106121532,VANISH LIQUID WHITE,500ML,459.19,2023-03-03T07:03:00,52.9800,56.9800,62.4800,52.9800,52.9800,52.5200,2390013,VANISH LIQUID WH,GHWPR,G,HWPR
6001106121549,VANISH LIQUID WHITES,1LT,964.00,2023-03-03T07:03:00,89.9800,96.9800,104.4800,94.9900,89.9800,89.2000,2390010,V/SH LIQ WHITES,GHWPR,G,HWPR
6001106121709,STERADENT TAB ACTIVE PLUS,30'S,1465.65,2023-03-03T07:03:00,176.9800,190.9800,208.4800,185.9800,181.9800,180.4000,2392888,STERADENT ACTIVE,HORAL,H,ORAL
6001106121716,STERADENT TAB INTEN WHITE,30'S,1465.65,2023-03-03T07:03:00,176.9800,190.9800,208.4800,185.9800,181.9800,180.4000,2392884,STERADENT WHITE,HORAL,H,ORAL
6001106121785,DETTOL HYGIENE APS AQUA,750ML,239.10,2023-03-03T07:03:00,54.9800,59.9800,64.9800,59.9800,58.9800,58.4700,2391237,DETTOL HYG APS A,GHCAP,G,HCAP
6001106121792,DETTOL HYGIENE APC JASMIN,750ML,239.10,2023-03-03T07:03:00,54.9800,59.9800,64.9800,59.9800,58.9800,58.4700,2391244,DETTOL HYG APS J,GHCAP,G,HCAP
6001106122317,A/WICK F/M REF LAVEND T/P,2'S,775.80,2023-03-03T07:03:00,179.9800,192.9800,212.4800,179.9800,179.9800,178.4200,2419145,A/WICK FM TP LAV,GHAIR,G,HAIR
6001106122508,DETTOL APC LIQ LAVENDER,1.5LT,338.20,2023-03-03T07:03:00,79.9800,85.9800,94.9900,83.9800,81.9800,81.2700,2435476,DETTOL APC LIQ L,GHCAP,G,HCAP
6001106122515,DETTOL APC LIQ CLEAN PINE,1.5LT,338.20,2023-03-03T07:03:00,79.9800,85.9800,94.9900,83.9800,81.9800,81.2700,2435480,DETTOL APC LIQ P,GHCAP,G,HCAP
6001106122522,COBRA T/CLNR LAVENDER,1.5LT,344.07,2023-03-03T07:03:00,78.9800,84.9800,92.9800,78.9800,78.9800,78.3000,2435020,COBRA T/CLNR LAV,GHCFL,G,HCFL
6001106122539,COBRA T/CLNR APPLE,1.5LT,344.07,2023-03-03T07:03:00,78.9800,84.9800,92.9800,78.9800,78.9800,78.3000,2435007,COBRA T/CLNR APP,GHCFL,G,HCFL
6001106122614,VANISH O2 POWDER REF,650GR,1158.82,2023-03-03T07:03:00,129.9800,139.9800,153.4800,135.9800,132.9800,131.8300,2415842,V/SH O2 PWD REF,GHWPR,G,HWPR
6001106122768,MORTEIN NATURGARD REFILL,236ML,1002.86,2023-03-03T07:03:00,116.9800,125.9800,138.9800,116.9800,116.9800,115.9700,2446729,MORTEIN NATURGAR,GHPCN,G,HPCN
6001106122775,MORTEIN NATUREGUARD COMP,1'S,617.04,2023-03-03T07:03:00,146.9800,157.9800,173.4900,146.9800,146.9800,145.7100,2443452,MORTEIN N/GRD CO,GHPCN,G,HPCN
6001106122942,DETTOL H/SANITISER SPRING,50ML,299.42,2023-03-03T07:03:00,36.9800,39.9800,43.4800,38.9800,37.9800,37.6500,2438230,D/TOL SANITISER,HPWLI,H,PWLI
6001106123185,STREPSILS STRAWBRY SUG/FR,16'S,780.32,2023-03-03T07:03:00,91.9800,98.9800,108.4800,96.9800,94.9900,94.1600,2479113,STREPSILS S/BERR,HMEDI,H,MEDI
6001106123222,GAVISCON PLUS LIQUID P/MT,300ML,975.50,2023-03-03T07:03:00,229.9800,246.9800,271.4900,241.4800,234.9800,232.9400,2451304,GAVISCON HEARTBU,HMEDI,H,MEDI
6001106123239,GAVISCON PLUS LIQUID P/MT,150ML,577.45,2023-03-03T07:03:00,135.9800,145.9800,160.4800,142.9800,138.9800,137.7800,2451924,GAVISCON HEART,HMEDI,H,MEDI
6001106123284,BRASSO METAL POLISH,100ML,430.50,2023-03-03T07:03:00,99.9800,107.9800,114.9800,104.9800,99.9800,99.1100,2478268,BRASSO METAL POL,GHPOL,G,HPOL
6001106123291,BRASSO METAL POLISH,200ML,709.37,2023-03-03T07:03:00,169.9800,182.9800,192.9800,169.9800,169.9800,168.5100,2478518,BRASSO METAL POL,GHPOL,G,HPOL
6001106123352,SILVO METAL POLISH,100ML,427.75,2023-03-03T07:03:00,99.9800,107.9800,114.9800,104.9800,99.9800,99.1100,2478523,SILVO METAL POLI,GHPOL,G,HPOL
6001106123369,SILVO METAL POLISH,200ML,709.37,2023-03-03T07:03:00,169.9800,182.9800,192.9800,169.9800,169.9800,168.5100,2478529,SILVO METAL POLI,GHPOL,G,HPOL
6001106123376,VANISH SHAMPOO CARPET,500ML,394.30,2023-03-03T07:03:00,89.9800,94.9900,104.9800,89.9800,89.9800,89.2000,2451387,VANISH CARPET SH,GHCFL,G,HCFL
6001106123390,DETTOL TRIG KITCH G/FRT,500ML,481.34,2023-03-03T07:03:00,54.9800,59.9800,66.4800,59.9800,58.9800,58.4700,2454610,D/TOL KITC G/FRT,GHCAP,G,HCAP
6001106123406,DETTOL TRIG B/ROOM S/FRSH,500ML,481.34,2023-03-03T07:03:00,54.9800,59.9800,66.4800,59.9800,58.9800,58.4700,2454595,D/TOL TRIG B/R S,GHCAP,G,HCAP
6001106123550,DETTOL H/WSH REF ORIGINA,250ML,639.46,2023-03-03T07:03:00,76.9800,82.9800,90.4800,80.9800,78.9800,78.3000,2451920,D/TOL ORIGINAL,HPWLI,H,PWLI
6001106123840,DETTOL SOAP COOL,175GR,140.19,2023-03-03T07:03:00,16.9800,18.9800,20.4800,17.9800,17.9800,17.8300,2477580,D/TOL SOAP COOL,HPWBA,H,PWBA
6001106123857,DETTOL SOAP SKIN CARE,175GR,140.19,2023-03-03T07:03:00,16.9800,18.9800,20.4800,17.9800,17.9800,17.8300,2477616,D/TOL SOAP SKIN,HPWBA,H,PWBA
6001106123864,DETTOL SOAP HERB,175GR,140.19,2023-03-03T07:03:00,16.9800,18.9800,20.4800,17.9800,17.9800,17.8300,2477592,D/TOL SOAP HERB,HPWBA,H,PWBA
6001106123871,DETTOL SOAP SENSITIVE,175GR,140.19,2023-03-03T07:03:00,16.9800,18.9800,20.4800,17.9800,17.9800,17.8300,2477610,D/TOL SOAP SNTV,HPWBA,H,PWBA
6001106123888,DETTOL SOAP ORIGINAL,175GR,140.19,2023-03-03T07:03:00,16.9800,18.9800,20.4800,17.9800,17.9800,17.8300,2477604,D/TOL SOAP ORIG,HPWBA,H,PWBA
6001106123895,DETTOL SOAP ACTIVE,175GR,140.19,2023-03-03T07:03:00,16.9800,18.9800,20.4800,17.9800,17.9800,17.8300,2477568,D/TOL SOAP ACTV,HPWBA,H,PWBA
6001106123956,DETTOL SOAP FRESH,175GR,140.19,2023-03-03T07:03:00,16.9800,18.9800,20.4800,17.9800,17.9800,17.8300,2477586,D/TOL SOAP FRSH,HPWBA,H,PWBA
6001106123963,GAVISCON TAB PEPPEMINT,8'S,292.56,2023-03-03T07:03:00,34.9800,37.9800,41.4800,36.9800,35.9800,35.6700,2520799,GAVISCON TABLETS,HMEDI,H,MEDI
6001106123970,GAVISCON TAB PEPPERMINT,16'S,535.74,2023-03-03T07:03:00,62.9800,67.9800,74.4800,66.9800,64.9800,64.4200,2520790,GAVISCON TABLETS,HMEDI,H,MEDI
6001106123987,GAVISCON TAB PEPPERMINT,24'S,761.29,2023-03-03T07:03:00,89.9800,96.9800,106.4900,94.9900,92.9800,92.1800,2523566,GAVISCON TABLETS,HMEDI,H,MEDI
6001106124045,DETTOL BODY WASH ACTIVE,600ML,664.45,2023-03-03T07:03:00,79.9800,85.9800,94.4800,83.9800,81.9800,81.2700,2499976,D/TOL B/W ACTIV,HAADD,H,AADD
6001106124052,DETTOL BODY WASH COOL,600ML,664.45,2023-03-03T07:03:00,79.9800,85.9800,94.4800,83.9800,81.9800,81.2700,2499984,D/TOL B/W COOL,HAADD,H,AADD
6001106124069,DETTOL BODY WASH ORIGINAL,600ML,664.45,2023-03-03T07:03:00,79.9800,85.9800,94.4800,83.9800,81.9800,81.2700,2499992,DETTOL B/WASH OR,HAADD,H,AADD
6001106124083,DETTOL BODY WASH SKIN CAR,600ML,664.45,2023-03-03T07:03:00,79.9800,85.9800,94.4800,83.9800,81.9800,81.2700,2499996,DETTOL B/WASH SK,HAADD,H,AADD
6001106124403,A/WICK F/M REF SATN&LILY,250ML,446.70,2023-03-03T07:03:00,103.9800,111.9800,122.4800,103.9800,103.9800,103.0800,2482974,A/WICK F/M SAT&L,GHAIR,G,HAIR
6001106124434,DETTOL BPK KITCHEN&B/RM,2'S,415.90,2023-03-03T07:03:00,99.9800,104.9800,114.9800,99.9800,99.9800,99.1100,2518357,D/TOL PROMO PK,GHCDI,G,HCDI
