EAN,Description,Size,BSP,Soc Date,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5,Zone 6,Old National #,Group,Group Item,Merch Cat. Code,Merch Cat. Desc
2999457,F/LINE MARROW MIX 1KG,1KG,221.67,2023-03-03T07:02:00,39.9900,39.9900,39.9900,39.9900,39.9900,39.9900,2069892,F/LINE MARROW MX,FFVEG,F,FVEG
2999918,F/LINE POTATOES 2KG 8/L,2KG,232.54,2023-03-03T07:02:00,39.9900,39.9900,39.9900,39.9900,39.9900,39.9900,2115921,WASHED POTATOES,FFVEG,F,FVEG
4139849,KIKKOMAN SOYA SCE LOW SLT,148ML,674.20,2023-03-03T07:04:00,82.9800,89.4800,97.9800,87.4800,85.4800,84.7400,2950155,KIKKOMAN SOYA,GCSAU,G,CSAU
8035238,CAMEL BLUE CURVE BOX,F20,438.26,2023-03-03T07:03:00,55.9900,55.9900,65.9900,55.9900,55.9900,55.5100,2182834,CAMEL BLUE BOX,ICIGG,I,CIGG
8035335,CAMEL CLASSIC BOX,F20,469.57,2023-03-03T07:03:00,59.9900,59.9900,70.4900,59.9900,59.9900,59.4700,2182837,CAMEL CLASSIC,ICIGG,I,CIGG
29980406,F/LINE PEA & LENTIL TUB,500G,112.35,2023-03-03T07:03:00,15.9800,15.9800,15.8900,15.9800,15.9800,15.8500,2196966,F/L P&LENT SOUP,FFVEG,F,FVEG
29980413,F/LINE CRM COUNTRY TUB SOUP,500G,107.52,2023-03-03T07:03:00,14.9800,14.9800,14.8900,14.9800,14.9800,14.8500,2197006,F/L C/C VEG SOUP,FFVEG,F,FVEG
29980420,F/LINE B/NUT SOUP TUB,500G,107.52,2023-03-03T07:03:00,14.9800,14.9800,14.8900,14.9800,14.9800,14.8500,2197009,F/L BUT/NUT SOUP,FFVEG,F,FVEG
29980475,F/L GUAVAS,750GR,259.67,2023-03-03T07:03:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,2261613,F/L GUAVAS,FFFRT,F,FFRT
29980666,F/L APPLE CRIPPS PINK,4'S,150.69,2023-03-03T07:03:00,16.9900,16.9900,16.9000,16.9900,16.9900,16.9900,2197853,F/L APPLE C/PINK,FFFRT,F,FFRT
29980697,F/LINE PLUMS 500G IMP,500GR,275.17,2023-03-03T07:03:00,42.9900,42.9900,42.9900,42.9900,42.9900,42.9900,2155462,FL PLUMS,FFFRT,F,FFRT
29981045,F/LINE PEARS BLUSHED,6'S,154.46,2023-03-03T07:03:00,17.9900,17.9900,17.9900,17.9900,17.9900,17.9900,2175498,F/LINE PEARS,FFFRT,F,FFRT
29981175,F/LINE-SCONES LARGE 6'S,6'S,90.74,2023-03-03T07:03:00,17.8800,17.8800,17.7900,17.8800,17.8800,17.7300,2195948,F/L SCONES L 6'S,BFMOR,B,FMOR
29981182,F/LINE-MINI SCONES 9'S,9'S,54.17,2023-03-03T07:03:00,10.7800,10.7800,10.6900,10.7800,10.7800,10.6900,2195878,F/L SCONES 9'S,BFMOR,B,FMOR
29981342,F/LINE AVO RIPE AND READY 4'S,4'S,596.51,2023-03-03T07:03:00,79.9900,79.9900,79.9900,79.9900,79.9900,79.9900,2234031,AVOCADO PUNNET,FFFRT,F,FFRT
29981380,F/LINE GOLDEN RUSSET PEAR 6'S,6'S,157.24,2023-03-03T07:03:00,17.9900,17.9900,17.9000,17.9900,17.9900,17.9900,2187352,F/L GOLD PEARS,FFFRT,F,FFRT
29981823,F/LINE-WHITE GRAPE 300G IMPORT,300G,165.76,2023-03-03T07:03:00,16.9900,16.9900,16.9000,16.9900,16.9900,16.9900,2197880,F/L WH GRAPES SL,FFFRT,F,FFRT
29981830,F/LINE-GRAP RED/BLK 300G IMPRT,300G,167.20,2023-03-03T07:03:00,15.9900,15.9900,15.9000,15.9900,15.9900,15.9900,2197893,F/L R/ SL GRAPES,FFFRT,F,FFRT
29981885,F/LINE POT&BEAN&THAI SCE 350G,350GM,51.07,2023-03-03T07:03:00,13.9800,13.9800,13.8900,13.9800,13.9800,13.8600,2203513,POTA&BEANS THAI,FFVEG,F,FVEG
29981892,F/LINE RATAT&HOL/DAISE 300G,300G,42.34,2023-03-03T07:03:00,11.4800,11.4800,11.3900,11.4800,11.4800,11.3800,2203534,RATATO H/DAISE,FFVEG,F,FVEG
29981908,F/LINE RATAT&H/DAISE SCE 500G,500GM,49.29,2023-03-03T07:03:00,15.9800,15.9800,15.8900,15.9800,15.9800,15.8500,2203492,F-RATA&H/DAISE,FFVEG,F,FVEG
29981915,F/LINE VEG MIX&BAS PESTO 225G,225GM,36.28,2023-03-03T07:03:00,9.9800,9.9800,9.8900,9.9800,9.9800,9.9000,2203537,VEG&PESTO 300G,FFVEG,F,FVEG
29981922,F/LINE VEG MIX&BASIL PESTO,400GM,43.43,2023-03-03T07:03:00,13.9800,13.9800,13.8900,13.9800,13.9800,13.8600,2203486,VEG MIX & PESTO,FFVEG,F,FVEG
29981939,F/LINE MED VEG&PARM 350G,350GM,46.69,2023-03-03T07:03:00,14.9800,14.9800,14.8900,14.9800,14.9800,14.8500,2203509,MEDITER VEG 470G,FFVEG,F,FVEG
29981946,F/LINE MED VEG&PARM 220G,220GM,43.19,2023-03-03T07:03:00,11.4800,11.4800,11.3900,11.4800,11.4800,11.3800,2203540,MEDITER VEG 235G,FFVEG,F,FVEG
29981953,F/LINE B/NUT&CIN BUTTER 300G,300GM,35.31,2023-03-03T07:03:00,9.4800,9.4800,9.3900,9.4800,9.4800,9.4000,2203530,BUTNUT&CINNAMON,FFVEG,F,FVEG
29981960,F/LINE CAULI&WHITE SCE 250G,250GM,43.12,2023-03-03T07:03:00,11.4800,11.4800,11.3900,11.4800,11.4800,11.3800,2203517,C/FLOWER&WH SCE,FFVEG,F,FVEG
29981991,F/LINE-TROPICA CUT FRUIT SALAD,300G,150.01,2023-03-03T07:03:00,12.9900,12.9900,12.9000,12.9900,12.9900,12.9900,2217159,TROPICAL FRUIT,FFFRT,F,FFRT
29982004,F/LINE-CUT FRUIT GREEN SALAD,300G,157.91,2023-03-03T07:03:00,12.9900,12.9900,12.9000,12.9900,12.9900,12.9900,2217154,GREEN SALAD,FFFRT,F,FFRT
29982202,F/LINE-MELON MEDLEY,300G,150.01,2023-03-03T07:03:00,12.9900,12.9900,12.9000,12.9900,12.9900,12.9900,2217142,F MELON MEDLEY,FFFRT,F,FFRT
29982219,F/LINE EXOTIC PERSIMMON 3'S,3'S,58.69,2023-03-03T07:03:00,9.9900,9.9900,9.9000,9.9900,9.9900,9.9900,2221290,PERSIMMONS FRUIT,FFFRT,F,FFRT
29982264,F/LINE GRAPES WHITE 1.5KG,1.5KG,36.19,2023-03-03T07:03:00,49.9900,49.9900,49.9900,49.9900,49.9900,49.9900,2240972,WHITE GRAPES,FFFRT,F,FFRT
29982271,F/LINE GRAPES RED/BLACK 1.5KG,1.5KG,36.19,2023-03-03T07:03:00,49.9900,49.9900,49.9900,49.9900,49.9900,49.9900,2240978,RED&BLACK GRAPES,FFFRT,F,FFRT
29982288,F/LINE MUSHROOM WHT BUTTN,400G,326.07,2023-03-03T07:03:00,44.9900,44.9900,44.9900,44.9900,44.9900,44.9900,2241564,F-MUSHROOMS 400G,FFVEG,F,FVEG
29982318,F/L C/FRT PARAD DELIGHT,200GR,122.52,2023-03-03T07:03:00,13.9900,13.9900,13.9000,13.9900,13.9900,13.9900,2242344,mango chunks,FFFRT,F,FFRT
29982325,F/L C/FRT MELON QUARTER,200GR,95.66,2023-03-03T07:03:00,10.9900,10.9900,10.9900,10.9900,10.9900,10.9900,2242346,MELON QUARTERS,FFFRT,F,FFRT
29982394,F/L ONION RED UNPEELED,1KG,318.14,2023-03-03T07:03:00,34.9900,34.9900,34.9900,34.9900,34.9900,34.9900,2247294,RED ONION,FFVEG,F,FVEG
29982400,F/L ORANGES NETLON BAG,2.5KG,140.01,2023-03-03T07:03:00,49.9900,49.9900,49.9900,49.9900,49.9900,49.9900,2248465,F-ORANGES 2.5KG,FFFRT,F,FFRT
29982639,F/LINE-CROUTONS PLAIN,80G,184.93,2023-03-03T07:03:00,25.9900,25.9900,25.9900,25.9900,25.9900,25.7600,2256787,CROUTONS PLAIN,BFSAV,B,FSAV
29982646,F/LINE-CROUTONS GAR&HERB,80G,184.93,2023-03-03T07:03:00,25.9900,25.9900,25.9900,25.9900,25.9900,25.7600,2256789,CROUTONS GARLIC,BFSAV,B,FSAV
29982684,F/LINE PEPPER SWT PIMENTO,250G,288.89,2023-03-03T07:03:00,24.9900,24.9900,24.9900,24.9900,24.9900,24.9900,2266958,F/LINE PIMENTO,FFSAL,F,FSAL
29982684,F/LINE PEPPERPIMENTO,250G,112.53,2023-03-03T07:05:00,24.9900,24.9900,24.9900,24.9900,24.9900,24.9900,3128468,F/LINE PIMENTO,FFVEG,F,FVEG
29990115,F/LINE POT BABY HRB&BUTT,550G,125.71,2023-03-03T07:05:00,21.9900,21.9900,21.9900,21.9900,21.9900,21.9900,3128537,B/POTATO & H/BUT,FFVEG,F,FVEG
29990146,F/L CARROT JULIENNE,400GR,184.96,2023-03-03T07:02:00,21.9900,21.9900,21.9900,21.9900,21.9900,21.9900,2122581,CARROT JULIENNE,FFVEG,F,FVEG
29990146,F/L CARROT JULIENNE,400GR,125.80,2023-03-03T07:05:00,21.9900,21.9900,21.9900,21.9900,21.9900,21.9900,3128532,F/L JULIENNE,FFVEG,F,FVEG
29990160,F/LINE MIX VEGETABLES,400GM,108.14,2023-03-03T07:02:00,12.2900,12.2900,12.2000,12.2900,12.2900,12.2900,2122579,FL MIX VEG,FFVEG,F,FVEG
29990177,F/L BROCCOLI FLORETS,500GR,93.64,2023-03-03T07:05:00,34.9900,34.9900,34.9900,34.9900,34.9900,34.9900,3068228,F/L BROCCOLI,FFVEG,F,FVEG
29990177,F/L BROCCOLI FLORETS,500GR,53.59,2023-03-03T07:02:00,5.9900,5.9900,5.9000,5.9900,5.9900,5.9900,2122618,,FFVEG,F,FVEG
29990177,F/LINE BROCCOLI FLORETS,500GR,339.29,2023-03-03T07:02:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,2122656,FL BROC FLORETS,FFVEG,F,FVEG
29990184,F/L CAULIFLOWER FLORETS,500GR,93.64,2023-03-03T07:05:00,34.9900,34.9900,34.9900,34.9900,34.9900,34.9900,3068198,F/L CAULIFLOWER,FFVEG,F,FVEG
29990184,F/L CAULIFLOWER FLORETS,500GR,0.96,2023-03-03T07:02:00,0.9700,1.0900,1.1900,0.9900,0.9900,0.9900,2019227,F/L CAULIFLOWER,FFVEG,F,FVEG
29990184,F/LINE CAULI FLORETS,500GR,339.29,2023-03-03T07:02:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,2122657,FL CAULI FLORETS,FFVEG,F,FVEG
29990252,F/LINE-DANISH APPLE,4'S,225.88,2023-03-03T07:02:00,62.9800,62.9800,62.9800,62.9800,62.9800,62.4400,2019309,APPLE DANISH,BFMOR,B,FMOR
29990269,F/LINE-CUSTARD DANISH,4's,230.02,2023-03-03T07:02:00,62.9800,62.9800,62.9800,62.9800,62.9800,62.4400,2122930,FL CUST DANISH,BFMOR,B,FMOR
29990306,F/LINE STIR FRY MIX,450G,159.52,2023-03-03T07:05:00,24.9900,24.9900,24.9900,24.9900,24.9900,24.9900,3128698,STIR FRY MIX,FFVEG,F,FVEG
29990337,F/L STIR FRY PINEAPPLE,500GR,191.48,2023-03-03T07:02:00,32.9900,32.9900,32.9900,32.9900,32.9900,32.9900,2122585,FL PINE STIR FRY,FFVEG,F,FVEG
29990399,F/L SLD WATERCRESS,50GR,151.53,2023-03-03T07:02:00,14.9900,14.9900,14.9900,14.9900,14.9900,14.9900,2122669,FL WATERCRESS P/,FFSAL,F,FSAL
29990399,F/L SLD WATERCRESS,50GR,42.77,2023-03-03T07:05:00,14.9900,14.9900,14.9900,14.9900,14.9900,14.9900,3092904,F/L WATERCRESS,FFVEG,F,FVEG
29990405,F/L MUSHROOMS SLICED,250GR,395.24,2023-03-03T07:02:00,34.9900,34.9900,34.9900,34.9900,34.9900,34.9900,2122612,FL SLICED MUSHRO,FFVEG,F,FVEG
29990412,F/L S/CORN COB,4'S,236.44,2023-03-03T07:02:00,26.9900,26.9900,26.9900,26.9900,26.9900,26.9900,2122613,FL SWT CORN 4,FFVEG,F,FVEG
29990429,F/L SWEETCORN COB,7'S,271.43,2023-03-03T07:02:00,39.9900,39.9900,39.9900,39.9900,39.9900,39.9900,2122614,FL SWEETCORN 7,FFVEG,F,FVEG
29990436,F/L C/FLOWER HEAD PUN,1'S,339.60,2023-03-03T07:02:00,34.9900,34.9900,34.9900,34.9900,34.9900,34.9900,2122615,FL CAULI,FFVEG,F,FVEG
29990443,F/LINE BROCCOLI HEADS,1'S,339.60,2023-03-03T07:02:00,34.9900,34.9900,34.9900,34.9900,34.9900,34.9900,2122617,FL BROC,FFVEG,F,FVEG
29990450,F/LINE BABY POTATO 1KG,1KG,149.29,2023-03-03T07:02:00,16.9900,16.9900,16.9900,16.9900,16.9900,16.9900,2122619,FL B POT 1KG,FFVEG,F,FVEG
29990467,F/L MARROW BABY,350GR,117.39,2023-03-03T07:02:00,26.9900,26.9900,26.9900,26.9900,26.9900,26.9900,2107007,F/L MARROW BABY,FFVEG,F,FVEG
29990467,F/L MARROW BABY,350GR,447.86,2023-03-03T07:02:00,26.9900,26.9900,26.9900,26.9900,26.9900,26.9900,2122620,FL B MARROW,FFVEG,F,FVEG
29990474,F/L CABBAGE BABY GRN,350GR,169.64,2023-03-03T07:02:00,15.9900,15.9900,15.9900,15.9900,15.9900,15.9900,2122622,FL CAB BABY 2,FFVEG,F,FVEG
29990474,F/L CABBAGE BABY GRN,350GR,67.86,2023-03-03T07:02:00,14.9900,14.9900,14.9900,14.9900,14.9900,14.9900,2107020,F/L CABBAGE,FFVEG,F,FVEG
29990481,F/L CORN BABY,125GR,74.00,2023-03-03T07:05:00,24.9900,24.9900,24.9900,24.9900,24.9900,24.9900,3094999,F/L BABY CORN,FFVEG,F,FVEG
29990481,F/L CORN BABY,125GR,350.60,2023-03-03T07:02:00,24.9900,24.9900,24.9900,24.9900,24.9900,24.9900,2122623,FL BABY CORN,FFVEG,F,FVEG
29990498,F/L SPINACH CHOPPED,250GR,145.63,2023-03-03T07:02:00,24.9900,24.9900,24.9900,24.9900,24.9900,24.9900,2122624,FL SPIN CHP,FFVEG,F,FVEG
29990535,F/LINE LETTUCE HEADS,1HEAD,95.00,2023-03-03T07:02:00,19.9900,19.9900,19.9900,19.9900,19.9900,19.9900,2122675,FL LETTUCE HEAD,FFSAL,F,FSAL
29990542,F/L TOMATO L/LIFE,6'S,232.22,2023-03-03T07:02:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,2122676,FL TOM 6,FFSAL,F,FSAL
29990542,F/L TOMATO L/LIFE,6'S,139.33,2023-03-03T07:05:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,3074191,F/L TOMATOES,FFVEG,F,FVEG
29990559,F/L TOMATO L/LIFE,1KG,232.22,2023-03-03T07:02:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,2122677,FL TOM 1KG,FFSAL,F,FSAL
29990566,F/LINE TOMATO CHERRY 250G,250GM,325.71,2023-03-03T07:02:00,19.9900,19.9900,19.9900,19.9900,19.9900,19.9900,2122678,FL TOM CHERRY,FFSAL,F,FSAL
29990566,F/L TOMATO CHERRY,250GR,81.43,2023-03-03T07:05:00,19.9900,19.9900,19.9900,19.9900,19.9900,19.9900,3093674,F/L TOM CHERRY,FFVEG,F,FVEG
29990573,F/L PEPPER MIXED,2'S,366.43,2023-03-03T07:02:00,28.9900,28.9900,28.9900,28.9900,28.9900,28.9900,2122679,FL PEPPERS 2'S,FFSAL,F,FSAL
29990573,F/L PEPPER MIXED,2'S,122.14,2023-03-03T07:05:00,28.9900,28.9900,28.9900,28.9900,28.9900,28.9900,3093126,F/L PEPPER MIXED,FFVEG,F,FVEG
29990580,F/LINE CELERY FINGERS,300GM,317.80,2023-03-03T07:02:00,21.9900,21.9900,21.9900,21.9900,21.9900,21.9900,2122680,FL CELERY FINGER,FFSAL,F,FSAL
29990580,F/LINE CELERY FINGERS,300G,127.12,2023-03-03T07:03:00,21.9900,21.9900,21.9900,21.9900,21.9900,21.9900,2210264,CELERY FINGERS,FFVEG,F,FVEG
29990597,F/L CELERY TABLE,1'S,361.90,2023-03-03T07:02:00,24.9900,24.9900,24.9900,24.9900,24.9900,24.9900,2122681,FL CELERY BUNCH,FFSAL,F,FSAL
29990603,F/LINE BUTTER LETTUCE HEADS,1HEAD,132.56,2023-03-03T07:02:00,17.9900,17.9900,17.9900,17.9900,17.9900,17.9900,2122674,FL B LET HEADS,FFSAL,F,FSAL
29990610,F/L RASPBERRIES,125GR,271.43,2023-03-03T07:02:00,32.9900,32.9900,32.9900,32.9900,32.9900,32.9900,2122714,RASPBERRIES,FFFRT,F,FFRT
29990627,F/L BLUEBERRIES,125GR,316.67,2023-03-03T07:02:00,34.9900,34.9900,34.9900,34.9900,34.9900,34.9900,2122715,BLUEBERRIES,FFFRT,F,FFRT
29990634,F/L GOOSEBERRY PUNNET,125GR,257.86,2023-03-03T07:02:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,2122716,GOOSEBERRY,FFFRT,F,FFRT
29990634,F/L GOOSEBERRY PUNNET,125GR,128.93,2023-03-03T07:05:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,3089758,F/L GOOSEBERRY,FFVEG,F,FVEG
29990641,F/L BLACKBERRIES,125GR,257.86,2023-03-03T07:02:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,2122717,BLACKBERRIES,FFFRT,F,FFRT
29990641,F/L BLACKBERRIES,125GR,169.64,2023-03-03T07:05:00,38.9900,38.9900,38.9900,38.9900,38.9900,38.9900,3089142,F/L BLACKBERRIES,FFVEG,F,FVEG
29990658,F/LINE STRAWBERRY 250G,250G,542.86,2023-03-03T07:03:00,46.9900,46.9900,46.9900,46.9900,46.9900,46.9900,2149489,F 250G SRTAWBERR,FFFRT,F,FFRT
29990665,F/L PAPAYA LOOSE,1'S,148.80,2023-03-03T07:02:00,33.9900,33.9900,33.9900,33.9900,33.9900,33.9900,2122719,FL PAP 1,FFFRT,F,FFRT
29990672,F/LINE PAPAYA 2'S,2'S,168.25,2023-03-03T07:02:00,38.9900,38.9900,38.9900,38.9900,38.9900,38.9900,2122720,FL PAPAYA 2,FFFRT,F,FFRT
29990689,F/LINE AVOCADO R&R 2'S,2'S,306.67,2023-03-03T07:02:00,35.9900,35.9900,35.9900,35.9900,35.9900,35.9900,2122726,FL AVO 2,FFFRT,F,FFRT
29990696,F/L MANGO R&R,2'S,253.33,2023-03-03T07:02:00,29.9900,32.1900,35.3900,31.4900,30.6900,30.6900,2122727,FL MANGO 2,FFFRT,F,FFRT
29990696,F/L MANGO R&R,2'S,115.36,2023-03-03T07:05:00,26.9900,26.9900,26.9900,26.9900,26.9900,26.9900,3093677,F/L MANGO R&R,FFVEG,F,FVEG
29990702,F/L GRAPES RED SEEDLESS,500GR,300.83,2023-03-03T07:02:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,2122721,F/L GRAPES RED,FFFRT,F,FFRT
29990702,F/L GRAPES RED SEEDLESS,500GR,180.95,2023-03-03T07:05:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,3091511,F/L GRAPES RED,FFVEG,F,FVEG
29990719,F/L LITCHIS,500GR,298.57,2023-03-03T07:02:00,34.9900,34.9900,34.9900,34.9900,34.9900,34.9900,2122722,FL LITCHI 500G,FFFRT,F,FFRT
29990719,F/L LITCHIS,500GR,150.37,2023-03-03T07:05:00,34.9900,34.9900,34.9900,34.9900,34.9900,34.9900,3091828,F/L LITCHIS,FFVEG,F,FVEG
29990726,F/L PEACHES DESSERT,6'S,312.14,2023-03-03T07:02:00,36.9900,36.9900,36.9900,36.9900,36.9900,36.9900,2122723,FL PEACH DESSERT,FFFRT,F,FFRT
29990733,F/L NECTARINES,6'S,312.14,2023-03-03T07:02:00,36.9900,36.9900,36.9900,36.9900,36.9900,36.9900,2122724,FL PEACH NECT,FFFRT,F,FFRT
29990740,F/LINE PLUMS,750GR,332.50,2023-03-03T07:02:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,2122725,FL PLUMS,FFFRT,F,FFRT
29990740,F/LINE PLUMS,750GR,149.29,2023-03-03T07:05:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,3091602,F/L PLUMS,FFVEG,F,FVEG
29990825,F/LINE-CARROT MUFFINS,6's,99.18,2023-03-03T07:02:00,12.9800,12.9800,12.8900,12.9800,12.9800,12.8700,2122924,,BFMOR,B,FMOR
29990825,F/LINE-MUFFINS CARROTS,6'S,262.10,2023-03-03T07:03:00,52.9800,52.9800,52.9800,52.9800,52.9800,52.5200,2240866,CARROT MUFFINS,BFMOR,B,FMOR
29990856,F/L STIR FRY JULIENNE,500GR,201.42,2023-03-03T07:02:00,34.9900,34.9900,34.9900,34.9900,34.9900,34.9900,2122587,F/L JULIEN S/FRY,FFVEG,F,FVEG
29990931,F/L KOEKSISTERS COCKTAIL 12's,12's,155.22,2023-03-03T07:02:00,34.9800,34.9800,34.9800,34.9800,34.9800,34.6800,2122885,FL KOEKSISTER,BFIND,B,FIND
29990962,F/LINE BEANS GREEN,350G,74.64,2023-03-03T07:02:00,21.9900,21.9900,21.9900,21.9900,21.9900,21.9900,2107011,GREEN BEANS,FFVEG,F,FVEG
29990962,F/LINE GREEN BEANS 350G,350GM,260.12,2023-03-03T07:02:00,21.9900,21.9900,21.9900,21.9900,21.9900,21.9900,2122625,FL GREEN BEANS,FFVEG,F,FVEG
29990979,F/LINE SOUP PACK,700GM,203.57,2023-03-03T07:02:00,27.9900,27.9900,27.9900,27.9900,27.9900,27.9900,2122626,FL SOUP PACK,FFVEG,F,FVEG
29990986,F/LINE POTJIE PACK,1KG,323.23,2023-03-03T07:02:00,44.9900,44.9900,44.9900,44.9900,44.9900,44.9900,2122627,FL POTJIE,FFVEG,F,FVEG
29990986,F/LINE POTJIE PACK,1KG,133.45,2023-03-03T07:05:00,44.9900,44.9900,44.9900,44.9900,44.9900,44.9900,3128535,POTJIE PACK,FFVEG,F,FVEG
29990993,F/L CARROTS,500GR,143.86,2023-03-03T07:02:00,8.9900,8.9900,8.9900,8.9900,8.9900,8.9900,2122628,FL CARROT,FFVEG,F,FVEG
29990993,F/L CARROTS,500GR,53.02,2023-03-03T07:05:00,8.9900,8.9900,8.9900,8.9900,8.9900,8.9900,3128469,F/L CARROTS,FFVEG,F,FVEG
29991006,F/LINE SPINACH BAG,300GM,158.33,2023-03-03T07:02:00,22.9900,22.9900,22.9900,22.9900,22.9900,22.9900,2122629,FL SPIN,FFVEG,F,FVEG
29991013,F/L BRUSSEL SPROUTS,300GR,460.37,2023-03-03T07:02:00,38.9900,38.9900,38.9900,38.9900,38.9900,38.9900,2122630,FL BRUSSEL,FFVEG,F,FVEG
29991013,F/L BRUSSEL SPROUTS,300GR,178.80,2023-03-03T07:05:00,38.9900,38.9900,38.9900,38.9900,38.9900,38.9900,3067434,F/L BRUSSEL SPRT,FFVEG,F,FVEG
29991020,F/LINE ASPARAGUS,250GM,1823.38,2023-03-03T07:02:00,125.9900,125.9900,125.9900,125.9900,125.9900,125.9900,2122631,FL ASPARAGUS,FFVEG,F,FVEG
29991020,F/LINE ASPARAGUS,250G,479.01,2023-03-03T07:02:00,65.9900,65.9900,65.9900,65.9900,65.9900,65.9900,2021595,ASPARAGUS,FFVEG,F,FVEG
29991037,F/L GREEN PEPPER,2'S,203.57,2023-03-03T07:02:00,16.9900,16.9900,16.9900,16.9900,16.9900,16.9900,2122682,FL PEPPERS GRN 2,FFSAL,F,FSAL
29991037,F/L GREEN PEPPER,2'S,64.46,2023-03-03T07:02:00,16.9900,16.9900,16.9900,16.9900,16.9900,16.9900,2107014,F/L G/PEPPER,FFVEG,F,FVEG
29991044,F/L CUCUMBER ENGLISH,1'S,252.34,2023-03-03T07:02:00,14.9900,14.9900,14.9900,14.9900,14.9900,14.9900,2122683,FL CUC ENG,FFSAL,F,FSAL
29991044,F/L CUCUMBER ENGLISH,1'S,169.64,2023-03-03T07:03:00,14.9900,14.9900,14.9900,14.9900,14.9900,14.9900,2295632,F/L ENG CUCUMBER,FFVEG,F,FVEG
29991051,F/L LEMONS,2'S,185.25,2023-03-03T07:02:00,14.9900,14.9900,14.9900,14.9900,14.9900,14.9900,2122734,FL LEMONS 2,FFFRT,F,FFRT
29991051,F/L LEMONS,2'S,64.95,2023-03-03T07:05:00,14.9900,14.9900,14.9900,14.9900,14.9900,14.9900,3091799,F/L LEMONS,FFVEG,F,FVEG
29991068,F/L GRAPEFRUIT,4'S,269.39,2023-03-03T07:02:00,59.9900,59.9900,59.9900,59.9900,59.9900,59.9900,2122728,FL GRAPEFRUIT 4,FFFRT,F,FFRT
29991075,F/LINE KIWI FRUIT,4'S,312.14,2023-03-03T07:03:00,36.9900,36.9900,36.9900,36.9900,36.9900,36.9900,2152788,F/LINE KIWI FRT,FFFRT,F,FFRT
29991075,F/LINE KIWI FRUIT,4'S,162.86,2023-03-03T07:03:00,36.9900,36.9900,36.9900,36.9900,36.9900,36.9900,2572177,F/LINE KIWI FRT,FFVEG,F,FVEG
29991082,F/LINE PEARS GREEN,6'S,203.72,2023-03-03T07:02:00,22.9900,22.9900,22.9900,22.9900,22.9900,22.9900,2057193,F/LINE PEARS GRN,FFFRT,F,FFRT
29991099,F/L SOFT CITRUS,6'S,516.00,2023-03-03T07:03:00,59.9900,59.9900,59.9900,59.9900,59.9900,59.9900,2169014,F/L SOFT CITRUS,FFFRT,F,FFRT
29991105,F/L SOFT CITRUS,1KG,429.12,2023-03-03T07:02:00,59.9900,59.9900,59.9900,59.9900,59.9900,59.9900,2092206,F/L SOFT CITRUS,FFFRT,F,FFRT
29991112,F/LINE SLD SEASONS VALUE,120G,81.43,2023-03-03T07:02:00,21.9900,21.9900,21.9900,21.9900,21.9900,21.9900,2106830,SEASONS SALAD,FFVEG,F,FVEG
29991150,F/L MINNEOLAS,6'S,128.48,2023-03-03T07:02:00,22.9900,22.9900,22.9900,22.9900,22.9900,22.9900,2122735,FL MINNEOLA 6,FFFRT,F,FFRT
29991167,F/LINE MINNEOLA 1.5KG,1.5KG,195.65,2023-03-03T07:02:00,26.9900,26.9900,26.9900,26.9900,26.9900,26.9900,2122733,FL MINNEOLA 1.5,FFFRT,F,FFRT
29991358,F/LINE-ICED CARROT CAKE,450GR,200.46,2023-03-03T07:02:00,54.9800,54.9800,54.9800,54.9800,54.9800,54.5100,2122941,FL ICE CRT CAKE,BFIND,B,FIND
29991365,F/LINE-MADIERA CAKE,260GR,146.30,2023-03-03T07:02:00,39.9800,39.9800,39.9800,39.9800,39.9800,39.6400,2122940,FL MADEIRA,BFIND,B,FIND
29991372,F/LINE-GINGER LOAF,300GR,146.30,2023-03-03T07:02:00,39.9800,39.9800,39.9800,39.9800,39.9800,39.6400,2122937,FL GINGER LOAF,BFIND,B,FIND
29991389,F/LINE-BANANA LOAF,290GR,146.30,2023-03-03T07:02:00,39.9800,39.9800,39.9800,39.9800,39.9800,39.6400,2122936,FL BANANA LOAF,BFIND,B,FIND
29991396,F/LINE-CHOCOLATE BROWNIES,180GR,182.87,2023-03-03T07:02:00,49.9800,49.9800,49.9800,49.9800,49.9800,49.5500,2122938,FL CHC BROWNIES,BFIND,B,FIND
29991426,F/L CHERRIES,250GR,339.29,2023-03-03T07:02:00,39.9900,39.9900,39.9900,39.9900,39.9900,39.9900,2122736,F/L CHERRIES,FFFRT,F,FFRT
