date,instance_type,stack_type1,env,cost,hours,DefaultVCpus,core_seconds_used,memory_gb,executor_cpu,executor_mem,num_executors,unallocated_cores,unallocated_core_seconds,cost_per_core_hour
2023-11-15 00:00:00,r5dn.4xlarge,io,prod,278.9868302677,286.532223,16,16504256.044800000,131.072,2,2,2,0,0.0,0.0608541570269786
2023-11-15 00:00:00,r5dn.4xlarge,io,prod,43.1240988474,44.304177,16,2551920.5952000000,131.072,2,2,2,0,0.0,0.060835261152972100
2023-11-15 00:00:00,r5dn.4xlarge,io,prod,1131.1212650619,1432.018083,16,82484241.5808,131.072,2,2,2,0,0.0,0.04936744857178510
2023-11-15 00:00:00,r5dn.4xlarge,io,prod,221.7390451042,281.025005,16,16187040.288,131.072,2,2,2,0,0.0,0.04931479431523360
2023-11-15 00:00:00,r5dn.8xlarge,io,prod,5.4729541164,2.527498,32,291167.7696,262.144,4,5,4,0,0.0,0.06766763658665610
2023-11-15 00:00:00,r5dn.8xlarge,io,prod,5.28630437,2.446111,32,281791.98720000000,262.144,4,5,4,0,0.0,0.06753455242321380
2023-11-15 00:00:00,r5dn.8xlarge,io,prod,0.0461083413,0.023333,32,2687.9616,262.144,4,5,4,0,0.0,0.061753125000000000
2023-11-15 00:00:00,r5dn.8xlarge,io,prod,75.259805807,40.158051,32,4626207.4752,262.144,4,5,4,0,0.0,0.05856531561924530
2023-11-15 00:00:00,r5dn.8xlarge,io,prod,9.2769745416,4.948055,32,570015.936,262.144,4,5,4,0,0.0,0.058589780110568700
2023-11-15 00:00:00,r5dn.8xlarge,io,prod,50.414179817,29.968607,32,3452383.5264,262.144,4,5,4,0,0.0,0.05256978141430630
2023-11-15 00:00:00,r5dn.8xlarge,io,prod,15.0032866708,8.926108,32,1028287.6416,262.144,4,5,4,0,0.0,0.05252599548005690
2023-11-15 00:00:00,r5n.2xlarge,cmp,prod,102.3871192349,239.816673,8,6906720.1824,65.536,1,1,1,0,0.0,0.05336738994941570
2023-11-15 00:00:00,r5n.2xlarge,cmp,prod,28.540514983,66.818053,8,1924359.9264000000,65.536,1,1,1,0,0.0,0.05339222280055060
2023-11-15 00:00:00,r5n.2xlarge,cmp,prod,90.0442373411,259.503315,8,7473695.472,65.536,1,1,1,0,0.0,0.0433733560114155
2023-11-15 00:00:00,r5n.2xlarge,cmp,prod,22.2707438601,64.211395,8,1849288.176,65.536,1,1,1,0,0.0,0.04335434516743490
2023-11-15 00:00:00,r5n.2xlarge,cmp,prod,174.2448050841,499.30139100000000,8,14379880.0608,65.536,1,1,1,0,0.0,0.04362215092549680
2023-11-15 00:00:00,r5n.2xlarge,cmp,prod,35.7614815814,102.536958,8,2953064.3904,65.536,1,1,1,0,0.0,0.043595843731535300
2023-11-15 00:00:00,r5n.2xlarge,cmp,prod,21.5541850842,81.05804,8,2334471.552,65.536,1,1,1,0,0.0,0.03323881425611820
2023-11-15 00:00:00,r5n.2xlarge,cmp,prod,6.5859158407,24.751379,8,712839.7152,65.536,1,1,1,0,0.0,0.03326034804313330
2023-11-15 00:00:00,r6a.2xlarge,cmp,prod,10.8174440963,47.831946,8,1377560.0448,65.536,1,1,1,0,0.0,0.028269402044347100
2023-11-15 00:00:00,r6a.2xlarge,cmp,prod,2.518799313,11.109723,8,319960.0224,65.536,1,1,1,0,0.0,0.02834003279154670
2023-11-15 00:00:00,r6a.2xlarge,cmp,prod,58.5040759657,247.626668,8,7131648.0384,65.536,1,1,1,0,0.0,0.02953239873062660
2023-11-15 00:00:00,r6a.2xlarge,cmp,prod,14.7649702951,62.486391,8,1799608.0608000000,65.536,1,1,1,0,0.0,0.029536371957975600
2023-11-15 00:00:00,r6a.2xlarge,cmp,prod,42.832358224100000,190.121936,8,5475511.756800000,65.536,1,1,1,0,0.0,0.028161110130987200
2023-11-15 00:00:00,r6a.2xlarge,cmp,prod,14.559555704800000,64.617776,8,1860991.9488000000,65.536,1,1,1,0,0.0,0.02816476480249030
2023-11-15 00:00:00,r6a.2xlarge,cmp,prod,11.9513520475,46.021116,8,1325408.1408,65.536,1,1,1,0,0.0,0.03246159884383290
2023-11-15 00:00:00,r6a.2xlarge,cmp,prod,1.4996096339,5.771113,8,166208.0544,65.536,1,1,1,0,0.0,0.03248094505124060
2023-11-15 00:00:00,r6i.2xlarge,cmp,prod,18.3225370724,87.249709,8,2512791.6192,65.536,1,1,1,0,0.0,0.026250140662933300
2023-11-15 00:00:00,r6i.2xlarge,cmp,prod,6.3074694042,29.935006,8,862128.1728000000,65.536,1,1,1,0,0.0,0.026338183313709700
2023-11-15 00:00:00,r6i.2xlarge,cmp,prod,17.5627466734,70.210291,8,2022056.3808,65.536,1,1,1,0,0.0,0.03126811330514210
2023-11-15 00:00:00,r6i.2xlarge,cmp,prod,5.7211563193,22.879174,8,658920.2112,65.536,1,1,1,0,0.0,0.03125744574137600
2023-11-15 00:00:00,r6i.2xlarge,cmp,prod,29.539293945800000,139.458322,8,4016399.6736000000,65.536,1,1,1,0,0.0,0.02647681178341580
2023-11-15 00:00:00,r6i.2xlarge,cmp,prod,7.0500655099,33.277234,8,958384.3392,65.536,1,1,1,0,0.0,0.02648231486840220
2023-11-15 00:00:00,r6i.2xlarge,cmp,prod,13.6691051869,55.324726,8,1593352.1088,65.536,1,1,1,0,0.0,0.030883806787628700
2023-11-15 00:00:00,r6i.2xlarge,cmp,prod,1.1576644306,4.685558,8,134944.0704,65.536,1,1,1,0,0.0,0.030883846454360400
2023-11-15 00:00:00,r6id.4xlarge,io,prod,49.6785735273,78.760554,16,4536607.9104,131.072,2,2,2,0,0.0,0.03942215598758040
2023-11-15 00:00:00,r6id.4xlarge,io,prod,23.3590287663,37.085001,16,2136096.0576,131.072,2,2,2,0,0.0,0.03936737922411680
2023-11-15 00:00:00,r6id.4xlarge,io,prod,16.0381883911,22.349723000000000,16,1287344.0448000000,131.072,2,2,2,0,0.0,0.044850075969342
2023-11-15 00:00:00,r6id.4xlarge,io,prod,4.1923490661,5.840833,16,336431.9808,131.072,2,2,2,0,0.0,0.044860350677934100
2023-11-15 00:00:00,r6id.4xlarge,io,prod,101.0954531614,138.667809,16,7987265.798400000,131.072,2,2,2,0,0.0,0.045565483929925700
2023-11-15 00:00:00,r6id.4xlarge,io,prod,19.5561327373,26.819175,16,1544784.48,131.072,2,2,2,0,0.0,0.04557404528965750
2023-11-15 00:00:00,r6id.4xlarge,io,prod,380.0333846942,489.183067,16,28176944.6592,131.072,2,2,2,0,0.0,0.04855459672603000
2023-11-15 00:00:00,r6id.4xlarge,io,prod,51.436202512,66.213059,16,3813872.1984,131.072,2,2,2,0,0.0,0.048551791830067800
2023-11-15 00:00:00,r6id.8xlarge,io,prod,1.0828784911,1.191669,32,137280.26880000000,262.144,4,5,4,0,0.0,0.028397107625418600
2023-11-15 00:00:00,r6id.8xlarge,io,prod,0.2481952197,0.274167,32,31584.038400000000,262.144,4,5,4,0,0.0,0.028289694294444600
2023-11-15 00:00:00,r6id.8xlarge,io,prod,2.3165713212000000,1.9580520000000000,32,225567.59040000000,262.144,4,5,4,0,0.0,0.036971875000000000
2023-11-15 00:00:00,r6id.8xlarge,io,prod,0.3749776295,0.316945,32,36512.064,262.144,4,5,4,0,0.0,0.036971875
2023-11-15 00:00:00,r6id.8xlarge,io,prod,92.9484654822,82.198612,32,9469280.1024,262.144,4,5,4,0,0.0,0.035336844207524500
2023-11-15 00:00:00,r6id.8xlarge,io,prod,33.9989806931,30.100012,32,3467521.3824,262.144,4,5,4,0,0.0,0.03529793099947520
2023-11-15 00:00:00,r6id.8xlarge,io,prod,42.7086135023,47.058889,32,5421184.0128,262.144,4,5,4,0,0.0,0.028361149196422300
2023-11-15 00:00:00,r6id.8xlarge,io,prod,15.7348571012,17.334999,32,1996991.8848000000,262.144,4,5,4,0,0.0,0.028365405986611200
2023-11-15 00:00:00,r6idn.4xlarge,io,prod,174.9750743484,198.766111,16,11448927.9936,131.072,2,2,2,0,0.0,0.05501914834352720
2023-11-15 00:00:00,r6idn.4xlarge,io,prod,19.5216488994,22.156389,16,1276208.0064,131.072,2,2,2,0,0.0,0.05506777553925870
2023-11-15 00:00:00,r6idn.4xlarge,io,prod,545.5583558054,669.1497220000000,16,38543023.98720000,131.072,2,2,2,0,0.0,0.05095630486989500
2023-11-15 00:00:00,r6idn.4xlarge,io,prod,54.806847201500000,67.204177,16,3870960.5952,131.072,2,2,2,0,0.0,0.050970462001100800
2023-11-15 00:00:00,r6idn.4xlarge,io,prod,454.9521464585,517.06723,16,29783072.448,131.072,2,2,2,0,0.0,0.05499189951305990
2023-11-15 00:00:00,r6idn.4xlarge,io,prod,103.5992401372,117.379162,16,6761039.731200000,131.072,2,2,2,0,0.0,0.055162708595372300
2023-11-15 00:00:00,r6idn.4xlarge,io,prod,416.4806376975,525.186679,16,30250752.7104,131.072,2,2,2,0,0.0,0.04956340458912090
2023-11-15 00:00:00,r6idn.4xlarge,io,prod,152.8790876963,192.616115,16,11094688.224000000,131.072,2,2,2,0,0.0,0.049606145264734200
2023-11-15 00:00:00,r6idn.8xlarge,io,prod,16.8029416164,8.125,32,936000.0,262.144,4,5,4,0,0.0,0.06462669852461540
2023-11-15 00:00:00,r6idn.8xlarge,io,prod,0.6148829808,0.298056,32,34336.0512,262.144,4,5,4,0,0.0,0.06446806355181580
2023-11-15 00:00:00,r6idn.8xlarge,io,prod,11.6643279585,7.34389,32,846016.128,262.144,4,5,4,0,0.0,0.04963449189777150
2023-11-15 00:00:00,r6idn.8xlarge,io,prod,2.1654883761,1.368611,32,157663.9872,262.144,4,5,4,0,0.0,0.04944539518762090
2023-11-15 00:00:00,r6idn.8xlarge,io,prod,142.7365226395,82.550834,32,9509856.0768,262.144,4,5,4,0,0.0,0.054033570787236100
2023-11-15 00:00:00,r6idn.8xlarge,io,prod,35.0918111174,20.271112,32,2335232.1024000000,262.144,4,5,4,0,0.0,0.054097629050579500
2023-11-15 00:00:00,r6idn.8xlarge,io,prod,10.8368982429,6.405282,32,737888.4864000000,262.144,4,5,4,0,0.0,0.05287090718107730
2023-11-15 00:00:00,r6idn.8xlarge,io,prod,4.3461516554,2.558612,32,294752.10240000000,262.144,4,5,4,0,0.0,0.053082389682863200
2023-11-15 00:00:00,r6in.2xlarge,cmp,prod,70.7675979516,118.511676,8,3413136.2688000000,65.536,1,1,1,0,0.0,0.07464201032774190
2023-11-15 00:00:00,r6in.2xlarge,cmp,prod,16.7169768615,28.004168,8,806520.0384,65.536,1,1,1,0,0.0,0.074618253528814
2023-11-15 00:00:00,r6in.2xlarge,cmp,prod,12.7818127849,28.232226,8,813088.1088,65.536,1,1,1,0,0.0,0.056592299810595900
2023-11-15 00:00:00,r6in.2xlarge,cmp,prod,3.4311812125,7.575002,8,218160.0576,65.536,1,1,1,0,0.0,0.05662013707224100
2023-11-15 00:00:00,r6in.2xlarge,cmp,prod,11.6142430757,19.896114000000000,8,573008.0832000000,65.536,1,1,1,0,0.0,0.07296803709822430
2023-11-15 00:00:00,r6in.2xlarge,cmp,prod,4.4015971042,7.539446,8,217136.0448,65.536,1,1,1,0,0.0,0.07297613618096080
2023-11-15 00:00:00,r6in.2xlarge,cmp,prod,6.7787672879,20.864999000000000,8,600911.9712000000,65.536,1,1,1,0,0.0,0.04061087714346400
2023-11-15 00:00:00,r6in.2xlarge,cmp,prod,1.2926801676,3.985276,8,114775.9488,65.536,1,1,1,0,0.0,0.040545503234907700
2023-11-16 00:00:00,c5.2xlarge,cmp,prod,5.904,24.0,8,691200.0,16.384,1,0,0,8,691200.0,0.03075
2023-11-16 00:00:00,c5.2xlarge,cmp,prod,5.904,24.0,8,691200.0,16.384,1,0,0,8,691200.0,0.03075
2023-11-16 00:00:00,c5.2xlarge,cmp,prod,5.904,24.0,8,691200.0,16.384,1,0,0,8,691200.0,0.03075
2023-11-16 00:00:00,c5.2xlarge,cmp,prod,5.904,24.0,8,691200.0,16.384,1,0,0,8,691200.0,0.03075
2023-11-16 00:00:00,c5.2xlarge,cmp,prod,11.808,48.0,8,1382400.0,16.384,1,0,0,8,1382400.0,0.03075
2023-11-16 00:00:00,c5.2xlarge,cmp,prod,11.808,48.0,8,1382400.0,16.384,1,0,0,8,1382400.0,0.03075
2023-11-16 00:00:00,c5.2xlarge,cmp,prod,11.808,48.0,8,1382400.0,16.384,1,0,0,8,1382400.0,0.03075
2023-11-16 00:00:00,c5.2xlarge,cmp,prod,11.808,48.0,8,1382400.0,16.384,1,0,0,8,1382400.0,0.03075
2023-11-16 00:00:00,c5.2xlarge,io,prod,5.904,24.0,8,691200.0,16.384,1,0,0,8,691200.0,0.03075
2023-11-16 00:00:00,c5.2xlarge,io,prod,5.904,24.0,8,691200.0,16.384,1,0,0,8,691200.0,0.03075
2023-11-16 00:00:00,c5.2xlarge,io,prod,11.808,48.0,8,1382400.0,16.384,1,0,0,8,1382400.0,0.03075
2023-11-16 00:00:00,c5.2xlarge,io,prod,11.808,48.0,8,1382400.0,16.384,1,0,0,8,1382400.0,0.03075
2023-11-16 00:00:00,c5.2xlarge,io,prod,5.904,24.0,8,691200.0,16.384,1,0,0,8,691200.0,0.03075
2023-11-16 00:00:00,c5.2xlarge,io,prod,5.904,24.0,8,691200.0,16.384,1,0,0,8,691200.0,0.03075
2023-11-16 00:00:00,c5.2xlarge,io,prod,5.904,24.0,8,691200.0,16.384,1,0,0,8,691200.0,0.03075
2023-11-16 00:00:00,c5.2xlarge,io,prod,5.904,24.0,8,691200.0,16.384,1,0,0,8,691200.0,0.03075
2023-11-16 00:00:00,c5.2xlarge,io,prod,5.904,24.0,8,691200.0,16.384,1,0,0,8,691200.0,0.03075
2023-11-16 00:00:00,c5.2xlarge,io,prod,5.904,24.0,8,691200.0,16.384,1,0,0,8,691200.0,0.03075
2023-11-16 00:00:00,c5.2xlarge,io,prod,5.904,24.0,8,691200.0,16.384,1,0,0,8,691200.0,0.03075
2023-11-16 00:00:00,c5.2xlarge,io,prod,5.904,24.0,8,691200.0,16.384,1,0,0,8,691200.0,0.03075
2023-11-16 00:00:00,m5.4xlarge,cmp,prod,79.7888071519,216.818889,16,12488768.0064,65.536,2,1,1,8,6244384.0032,0.02299984318706550
2023-11-16 00:00:00,m5.4xlarge,cmp,prod,12.8662504567,34.978055,16,2014735.9680000000,65.536,2,1,1,8,1007367.9840000000,0.022989861887510600
2023-11-16 00:00:00,m5.4xlarge,cmp,prod,35.5047106425,100.776107,16,5804703.7632,65.536,2,1,1,8,2902351.8816,0.022019548891249100
2023-11-16 00:00:00,m5.4xlarge,cmp,prod,7.2384866439,20.563328,16,1184447.6928000000,65.536,2,1,1,8,592223.8464000000,0.022000593252403000
2023-11-16 00:00:00,m5.4xlarge,cmp,prod,45.1964058692,113.13499300000000,16,6516575.5968,65.536,2,1,1,8,3258287.7984,0.02496818439565380
2023-11-16 00:00:00,m5.4xlarge,cmp,prod,11.4060048366,28.55249,16,1644623.4240000000,65.536,2,1,1,8,822311.7120000000,0.02496718507869190
2023-11-16 00:00:00,m5.4xlarge,cmp,prod,0.5400126344,1.610278,16,92752.01280000000,65.536,2,1,1,8,46376.006400000000,0.020959604273299400
2023-11-16 00:00:00,m5.4xlarge,cmp,prod,0.097161592,0.290555,16,16735.968,65.536,2,1,1,8,8367.984,0.020900000000000000
2023-11-16 00:00:00,m5a.4xlarge,cmp,prod,14.6495234726,40.264987,16,2319263.2512,65.536,2,1,1,8,1159631.6256,0.02273924034887930
2023-11-16 00:00:00,m5a.4xlarge,cmp,prod,1.8380771237,5.049446,16,290848.0896,65.536,2,1,1,8,145424.0448,0.022750975103258900
2023-11-16 00:00:00,m5a.4xlarge,cmp,prod,8.7554804799,24.03639,16,1384496.064,65.536,2,1,1,8,692248.032,0.022766211148752000
2023-11-16 00:00:00,m5a.4xlarge,cmp,prod,1.9427059716,5.339443,16,307551.9168,65.536,2,1,1,8,153775.9584,0.022740035472801200
2023-11-16 00:00:00,m5a.4xlarge,cmp,prod,4.3349480691,12.515271,16,720879.6096,65.536,2,1,1,8,360439.8048,0.021648293058835900
2023-11-16 00:00:00,m5a.4xlarge,cmp,prod,0.8381457315,2.418891,16,139328.12160000000,65.536,2,1,1,8,69664.06080000000,0.021656250000000000
2023-11-16 00:00:00,m5a.4xlarge,cmp,prod,0.3237445431,0.873333,16,50303.980800000000,65.536,2,1,1,8,25151.990400000000,0.02316875
2023-11-16 00:00:00,m5ad.8xlarge,io,prod,110.0421598924,139.998619,32,16127840.908800000,131.072,4,2,2,16,8063920.454400000,0.024563224417503000
2023-11-16 00:00:00,m5ad.8xlarge,io,prod,21.4429188603,27.282782,32,3142976.4864000000,131.072,4,2,2,16,1571488.2432000000,0.024560956224492600
2023-11-16 00:00:00,m5ad.8xlarge,io,prod,285.2600174275,350.222201,32,40345597.555200000,131.072,4,2,2,16,20172798.777600000,0.025453485013673900
2023-11-16 00:00:00,m5ad.8xlarge,io,prod,49.8712249406,61.235846,32,7054369.4592,131.072,4,2,2,16,3527184.7296,0.025450383740819900
2023-11-16 00:00:00,m5ad.8xlarge,io,prod,42.8334667276,52.177501,32,6010848.1152,131.072,4,2,2,16,3005424.0576,0.02565369765864220
2023-11-16 00:00:00,m5ad.8xlarge,io,prod,8.9386188912,10.888334,32,1254336.0768000000,131.072,4,2,2,16,627168.0384000000,0.02565423143246710
2023-11-16 00:00:00,m5ad.8xlarge,io,prod,135.4192544343,178.038896,32,20510080.819200000,131.072,4,2,2,16,10255040.409600000,0.023769253776275200
2023-11-16 00:00:00,m5ad.8xlarge,io,prod,31.7308540891,41.677513,32,4801249.497600000,131.072,4,2,2,16,2400624.7488000000,0.023791947237455700
2023-11-16 00:00:00,m5d.8xlarge,io,prod,17.2639345534,18.275565,32,2105345.088,131.072,4,2,2,16,1052672.544,0.02952017925540200
2023-11-16 00:00:00,m5d.8xlarge,io,prod,1.3386157507,1.417497,32,163295.6544,131.072,4,2,2,16,81647.8272,0.029510991705361600
2023-11-16 00:00:00,m5d.8xlarge,io,prod,21.4536041884,22.454170000000000,32,2586720.3840000000,131.072,4,2,2,16,1293360.1920000000,0.029857488871220800
2023-11-16 00:00:00,m5d.8xlarge,io,prod,4.0129181963,4.203329,32,484223.50080000000,131.072,4,2,2,16,242111.75040000000,0.029834375
2023-11-16 00:00:00,m5d.8xlarge,io,prod,55.3933547365,59.194163,32,6819167.5776,131.072,4,2,2,16,3409583.7888,0.029243463338025800
2023-11-16 00:00:00,m5d.8xlarge,io,prod,21.8385938284,23.338879,32,2688638.8608,131.072,4,2,2,16,1344319.4304,0.029241166944543500
2023-11-16 00:00:00,m5d.8xlarge,io,prod,33.6549944813,41.515832,32,4782623.8464,131.072,4,2,2,16,2391311.9232,0.025332951957716400
2023-11-16 00:00:00,m5d.8xlarge,io,prod,7.9301604426,9.780001,32,1126656.1152000000,131.072,4,2,2,16,563328.0576000000,0.025339211502253400
2023-11-16 00:00:00,m5dn.8xlarge,io,prod,47.6183808276,37.287779,32,4295552.1408,131.072,4,2,2,16,2147776.0704,0.03990783148716100
2023-11-16 00:00:00,m5dn.8xlarge,io,prod,37.0511879212,29.013887,32,3342399.7824,131.072,4,2,2,16,1671199.8912,0.039906739229304200
2023-11-16 00:00:00,m5dn.8xlarge,io,prod,50.8460489208,38.954995,32,4487615.424,131.072,4,2,2,16,2243807.712,0.04078909594969790
2023-11-16 00:00:00,m5dn.8xlarge,io,prod,4.465852142,3.4219430000000000,32,394207.83360000000,131.072,4,2,2,16,197103.91680000000,0.040783227376230400
2023-11-16 00:00:00,m5dn.8xlarge,io,prod,2.2978664373,1.963332,32,226175.8464,131.072,4,2,2,16,113087.9232,0.03657472407398490
2023-11-16 00:00:00,m5dn.8xlarge,io,prod,0.5881543908,0.501667,32,57792.0384,131.072,4,2,2,16,28896.0192,0.0366375
2023-11-16 00:00:00,m5dn.8xlarge,io,prod,20.6282503499,16.960277,32,1953823.9104000000,131.072,4,2,2,16,976911.9552000000,0.03800839004188290
2023-11-16 00:00:00,m5dn.8xlarge,io,prod,5.5300942373,4.529722,32,521823.97440000000,131.072,4,2,2,16,260911.98720000000,0.03815144614076210
2023-11-16 00:00:00,m5n.4xlarge,cmp,prod,18.7179658455,23.685838,16,1364304.2688,65.536,2,1,1,8,682152.1344,0.049391238145922900
2023-11-16 00:00:00,m5n.4xlarge,cmp,prod,7.6894826031,9.677497,16,557423.8272,65.536,2,1,1,8,278711.9136,0.049660843366187600
2023-11-16 00:00:00,m5n.4xlarge,cmp,prod,6.8569142585,12.004169,16,691440.1344,65.536,2,1,1,8,345720.0672,0.035700692080913700
2023-11-16 00:00:00,m5n.4xlarge,cmp,prod,3.431417404,6.012494,16,346319.6544,65.536,2,1,1,8,173159.8272,0.035669655179697500
2023-11-16 00:00:00,m5n.4xlarge,cmp,prod,2.6803989911000000,3.793891,16,218528.12160000000,65.536,2,1,1,8,109264.06080000000,0.04415649710119510
2023-11-16 00:00:00,m5n.4xlarge,cmp,prod,0.6459920983,0.913334,16,52608.0384,65.536,2,1,1,8,26304.0192,0.04420563139415590
2023-11-16 00:00:00,m5n.4xlarge,cmp,prod,0.7056312264,1.393611,16,80271.9936,65.536,2,1,1,8,40135.9968,0.031645811959004300
2023-11-16 00:00:00,m5n.4xlarge,cmp,prod,0.78251289,1.538889,16,88640.0064,65.536,2,1,1,8,44320.0032,0.03178075587323060
2023-11-16 00:00:00,m6a.4xlarge,cmp,prod,32.5780488479,87.276396,16,5027120.4096,65.536,2,1,1,8,2513560.2048,0.02332965322025610
2023-11-16 00:00:00,m6a.4xlarge,cmp,prod,2.7552521347,7.391948,16,425776.2048,65.536,2,1,1,8,212888.1024,0.023296059228061400
2023-11-16 00:00:00,m6a.4xlarge,cmp,prod,0.3839868666,1.014724,16,58448.102400000000,65.536,2,1,1,8,29224.051200000000,0.0236509426824437
2023-11-16 00:00:00,m6a.4xlarge,cmp,prod,1.9526346073,5.162222,16,297343.9872,65.536,2,1,1,8,148671.9936,0.023640917216704400
2023-11-16 00:00:00,m6a.4xlarge,cmp,prod,41.3530684152,113.296944,16,6525903.9744,65.536,2,1,1,8,3262951.9872,0.022812325599444200
2023-11-16 00:00:00,m6a.4xlarge,cmp,prod,6.2793384152,17.206939,16,991119.6864000000,65.536,2,1,1,8,495559.84320000000,0.02280816192525590
2023-11-16 00:00:00,m6a.4xlarge,cmp,prod,0.8892893472,2.422776,16,139551.8976,65.536,2,1,1,8,69775.9488,0.02294086791350090
2023-11-16 00:00:00,m6a.4xlarge,cmp,prod,0.5981324978,1.627778,16,93760.0128,65.536,2,1,1,8,46880.0064,0.022965835090841600
2023-11-16 00:00:00,m6i.4xlarge,cmp,prod,1.7675465415,5.135837,16,295824.2112,65.536,2,1,1,8,147912.1056,0.021509962026394100
2023-11-16 00:00:00,m6i.4xlarge,cmp,prod,2.3983508395,6.961391,16,400976.1216,65.536,2,1,1,8,200488.0608,0.02153261143767820
2023-11-16 00:00:00,m6i.4xlarge,cmp,prod,3.6285498224,10.378611,16,597807.9936000000,65.536,2,1,1,8,298903.99680000000,0.021851128624051900
2023-11-16 00:00:00,m6i.4xlarge,cmp,prod,0.6935436013,1.985831,16,114383.86560000000,65.536,2,1,1,8,57191.932800000000,0.021827877136196400
2023-11-16 00:00:00,m6i.4xlarge,cmp,prod,4.5086499266,11.680275,16,672783.84,65.536,2,1,1,8,336391.92,0.02412534126229910
2023-11-16 00:00:00,m6i.4xlarge,cmp,prod,1.1399807725,2.952223,16,170048.0448,65.536,2,1,1,8,85024.0224,0.02413394864861160
2023-11-16 00:00:00,m6i.4xlarge,cmp,prod,1.8690116912000000,6.052499,16,348623.9424,65.536,2,1,1,8,174311.9712,0.019300000000000000
2023-11-16 00:00:00,m6i.4xlarge,cmp,prod,0.0360267696,0.116667,16,6720.019200000000,65.536,2,1,1,8,3360.0096000000000,0.0193
2023-11-16 00:00:00,m6id.8xlarge,io,prod,11.2683431751,11.321671,32,1304256.4992,131.072,4,2,2,16,652128.2496,0.031102804897075300
2023-11-16 00:00:00,m6id.8xlarge,io,prod,8.6494908302,8.677501,32,999648.1152000000,131.072,4,2,2,16,499824.05760000000,0.03114912789335890
2023-11-16 00:00:00,m6id.8xlarge,io,prod,121.27808430040000,142.129156,32,16373278.7712,131.072,4,2,2,16,8186639.3856,0.026665465700700400
2023-11-16 00:00:00,m6id.8xlarge,io,prod,43.878088566,51.409449,32,5922368.524800000,131.072,4,2,2,16,2961184.2624000000,0.02667195028072560
2023-11-16 00:00:00,m6id.8xlarge,io,prod,14.0353891326,17.067772,32,1966207.3344000000,131.072,4,2,2,16,983103.6672000000,0.02569790072153240
2023-11-16 00:00:00,m6id.8xlarge,io,prod,3.3927590182,4.126942,32,475423.71840000000,131.072,4,2,2,16,237711.85920000000,0.025690625
2023-11-16 00:00:00,m6id.8xlarge,io,prod,28.6100572393,31.126946,32,3585824.1792,131.072,4,2,2,16,1792912.0896,0.028723161235545700
2023-11-16 00:00:00,m6id.8xlarge,io,prod,1.6690200958,1.811668,32,208704.15360000000,131.072,4,2,2,16,104352.07680000000,0.02878942388657860
2023-11-16 00:00:00,m6idn.8xlarge,io,prod,0.4784693449,0.466945,32,53792.064,131.072,4,2,2,16,26896.032,0.03202125952333790
2023-11-16 00:00:00,m6idn.8xlarge,io,prod,0.135690555,0.135555,32,15615.936000000000,131.072,4,2,2,16,7807.968000000000,0.03128125
2023-11-16 00:00:00,m6idn.8xlarge,io,prod,7.521960290000000,7.739165000000000,32,891551.8080000000,131.072,4,2,2,16,445775.90400000000,0.03037294838170530
2023-11-16 00:00:00,m6idn.8xlarge,io,prod,1.047483222,1.05361,32,121375.87200000000,131.072,4,2,2,16,60687.936000000000,0.031068280186691500
2023-11-16 00:00:00,m6idn.8xlarge,io,prod,0.0563448654,0.055278,32,6368.0256,131.072,4,2,2,16,3184.0128,0.031853125000000000
2023-11-16 00:00:00,m6idn.8xlarge,io,prod,0.469082834,0.454722,32,52383.9744,131.072,4,2,2,16,26191.9872,0.0322369240162121
2023-11-16 00:00:00,m6idn.8xlarge,io,prod,11.276923373,8.864167,32,1021152.0384,131.072,4,2,2,16,510576.0192,0.03975600362744180
2023-11-16 00:00:00,m6idn.8xlarge,io,prod,2.1294401994,1.660277,32,191263.9104,131.072,4,2,2,16,95631.9552,0.04008066499219710
2023-11-16 00:00:00,m6in.4xlarge,cmp,prod,5.5119600328,9.960559,16,573728.1984,65.536,2,1,1,8,286864.0992,0.03458616148451110
2023-11-16 00:00:00,m6in.4xlarge,cmp,prod,1.4034714748,2.540554,16,146335.91040000000,65.536,2,1,1,8,73167.95520000000,0.03452670841674690
2023-11-16 00:00:00,m6in.4xlarge,cmp,prod,27.3549826646,42.815002,16,2466144.1152,65.536,2,1,1,8,1233072.0576,0.039931947604194900
2023-11-16 00:00:00,m6in.4xlarge,cmp,prod,10.0972567814,15.76639,16,908144.064,65.536,2,1,1,8,454072.032,0.04002682597839460
2023-11-16 00:00:00,m6in.4xlarge,cmp,prod,32.2003854818,54.836673000000000,16,3158592.3648,65.536,2,1,1,8,1579296.1824,0.03670033177637350
2023-11-16 00:00:00,m6in.4xlarge,cmp,prod,26.3071663057,44.800848,16,2580528.8448,65.536,2,1,1,8,1290264.4224,0.036700151169153100
2023-11-16 00:00:00,m6in.4xlarge,cmp,prod,0.600281,1.21,16,69696.0,65.536,2,1,1,8,34848.0,0.03100625
2023-11-16 00:00:00,m6in.4xlarge,cmp,prod,0.3464555242,0.689722,16,39727.987200000000,65.536,2,1,1,8,19863.993600000000,0.03139448975456780
2023-11-16 00:00:00,r5.2xlarge,cmp,prod,197.3250393639,704.016122,8,20275664.3136,65.536,1,1,1,0,0.0,0.035035603801822500
